,DateTime,Day,Holiday,Seq,Watt
0,2015년 2월 1일 - 0시,일,1,0,624
1,2015년 2월 1일 - 1시,일,1,1,284
2,2015년 2월 1일 - 2시,일,1,2,241
3,2015년 2월 1일 - 3시,일,1,3,327
4,2015년 2월 1일 - 4시,일,1,4,671
5,2015년 2월 1일 - 5시,일,1,5,324
6,2015년 2월 1일 - 6시,일,1,6,226
7,2015년 2월 1일 - 7시,일,1,7,2655
8,2015년 2월 1일 - 8시,일,1,8,2003
9,2015년 2월 1일 - 9시,일,1,9,3565
10,2015년 2월 1일 - 10시,일,1,10,328
11,2015년 2월 1일 - 11시,일,1,11,416
12,2015년 2월 1일 - 12시,일,1,12,386
13,2015년 2월 1일 - 13시,일,1,13,374
14,2015년 2월 1일 - 14시,일,1,14,4737
15,2015년 2월 1일 - 15시,일,1,15,2041
16,2015년 2월 1일 - 16시,일,1,16,579
17,2015년 2월 1일 - 17시,일,1,17,4717
18,2015년 2월 1일 - 18시,일,1,18,2347
19,2015년 2월 1일 - 19시,일,1,19,7059
20,2015년 2월 1일 - 20시,일,1,20,7212
21,2015년 2월 1일 - 21시,일,1,21,1802
22,2015년 2월 1일 - 22시,일,1,22,601
23,2015년 2월 1일 - 23시,일,1,23,326
24,2015년 2월 2일 - 0시,월,0,0,359
25,2015년 2월 2일 - 1시,월,0,1,434
26,2015년 2월 2일 - 2시,월,0,2,470
27,2015년 2월 2일 - 3시,월,0,3,226
28,2015년 2월 2일 - 4시,월,0,4,292
29,2015년 2월 2일 - 5시,월,0,5,276
30,2015년 2월 2일 - 6시,월,0,6,273
31,2015년 2월 2일 - 7시,월,0,7,2967
32,2015년 2월 2일 - 8시,월,0,8,2038
33,2015년 2월 2일 - 9시,월,0,9,445
34,2015년 2월 2일 - 10시,월,0,10,2857
35,2015년 2월 2일 - 11시,월,0,11,1941
36,2015년 2월 2일 - 12시,월,0,12,2958
37,2015년 2월 2일 - 13시,월,0,13,2842
38,2015년 2월 2일 - 14시,월,0,14,2725
39,2015년 2월 2일 - 15시,월,0,15,2000
40,2015년 2월 2일 - 16시,월,0,16,636
