,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20151201,2015-12-01,화,0,0,375
1,20151201,2015-12-01,화,0,1,221
2,20151201,2015-12-01,화,0,2,4433
3,20151201,2015-12-01,화,0,3,556
4,20151201,2015-12-01,화,0,4,228
5,20151201,2015-12-01,화,0,5,294
6,20151201,2015-12-01,화,0,6,225
7,20151201,2015-12-01,화,0,7,299
8,20151201,2015-12-01,화,0,8,4584
9,20151201,2015-12-01,화,0,9,784
10,20151201,2015-12-01,화,0,10,3014
11,20151201,2015-12-01,화,0,11,526
12,20151201,2015-12-01,화,0,12,2922
13,20151201,2015-12-01,화,0,13,2780
14,20151201,2015-12-01,화,0,14,3048
15,20151201,2015-12-01,화,0,15,3424
16,20151201,2015-12-01,화,0,16,3396
17,20151201,2015-12-01,화,0,17,3295
18,20151201,2015-12-01,화,0,18,642
19,20151201,2015-12-01,화,0,19,760
20,20151201,2015-12-01,화,0,20,2296
21,20151201,2015-12-01,화,0,21,891
22,20151201,2015-12-01,화,0,22,2693
23,20151201,2015-12-01,화,0,23,2566
24,20151202,2015-12-02,수,0,0,359
25,20151202,2015-12-02,수,0,1,352
26,20151202,2015-12-02,수,0,2,363
27,20151202,2015-12-02,수,0,3,350
28,20151202,2015-12-02,수,0,4,373
29,20151202,2015-12-02,수,0,5,358
30,20151202,2015-12-02,수,0,6,427
31,20151202,2015-12-02,수,0,7,4770
32,20151202,2015-12-02,수,0,8,1998
33,20151202,2015-12-02,수,0,9,2753
34,20151202,2015-12-02,수,0,10,2092
35,20151202,2015-12-02,수,0,11,3083
36,20151202,2015-12-02,수,0,12,3041
37,20151202,2015-12-02,수,0,13,496
38,20151202,2015-12-02,수,0,14,406
39,20151202,2015-12-02,수,0,15,2720
40,20151202,2015-12-02,수,0,16,3245
41,20151202,2015-12-02,수,0,17,2369
42,20151202,2015-12-02,수,0,18,2793
43,20151202,2015-12-02,수,0,19,787
44,20151202,2015-12-02,수,0,20,3024
45,20151202,2015-12-02,수,0,21,697
46,20151202,2015-12-02,수,0,22,519
47,20151202,2015-12-02,수,0,23,5249
48,20151203,2015-12-03,목,0,0,5225
49,20151203,2015-12-03,목,0,1,800
50,20151203,2015-12-03,목,0,2,245
51,20151203,2015-12-03,목,0,3,224
52,20151203,2015-12-03,목,0,4,232
53,20151203,2015-12-03,목,0,5,234
54,20151203,2015-12-03,목,0,6,234
55,20151203,2015-12-03,목,0,7,3227
56,20151203,2015-12-03,목,0,8,2104
57,20151203,2015-12-03,목,0,9,4876
58,20151203,2015-12-03,목,0,10,3039
59,20151203,2015-12-03,목,0,11,3859
60,20151203,2015-12-03,목,0,12,4704
61,20151203,2015-12-03,목,0,13,521
62,20151203,2015-12-03,목,0,14,2931
63,20151203,2015-12-03,목,0,15,526
64,20151203,2015-12-03,목,0,16,2803
65,20151203,2015-12-03,목,0,17,672
66,20151203,2015-12-03,목,0,18,581
67,20151203,2015-12-03,목,0,19,2428
68,20151203,2015-12-03,목,0,20,674
69,20151203,2015-12-03,목,0,21,605
70,20151203,2015-12-03,목,0,22,556
71,20151203,2015-12-03,목,0,23,238
72,20151204,2015-12-04,금,0,0,235
73,20151204,2015-12-04,금,0,1,241
74,20151204,2015-12-04,금,0,2,366
75,20151204,2015-12-04,금,0,3,266
76,20151204,2015-12-04,금,0,4,219
77,20151204,2015-12-04,금,0,5,300
78,20151204,2015-12-04,금,0,6,436
79,20151204,2015-12-04,금,0,7,6492
80,20151204,2015-12-04,금,0,8,1962
81,20151204,2015-12-04,금,0,9,5306
82,20151204,2015-12-04,금,0,10,2959
83,20151204,2015-12-04,금,0,11,2856
84,20151204,2015-12-04,금,0,12,1978
85,20151204,2015-12-04,금,0,13,1849
86,20151204,2015-12-04,금,0,14,308
87,20151204,2015-12-04,금,0,15,348
88,20151204,2015-12-04,금,0,16,291
89,20151204,2015-12-04,금,0,17,549
90,20151204,2015-12-04,금,0,18,5288
91,20151204,2015-12-04,금,0,19,847
92,20151204,2015-12-04,금,0,20,2376
93,20151204,2015-12-04,금,0,21,503
94,20151204,2015-12-04,금,0,22,398
95,20151204,2015-12-04,금,0,23,313
96,20151205,2015-12-05,토,1,0,237
97,20151205,2015-12-05,토,1,1,226
98,20151205,2015-12-05,토,1,2,235
99,20151205,2015-12-05,토,1,3,227
100,20151205,2015-12-05,토,1,4,323
101,20151205,2015-12-05,토,1,5,299
102,20151205,2015-12-05,토,1,6,348
103,20151205,2015-12-05,토,1,7,234
104,20151205,2015-12-05,토,1,8,4291
105,20151205,2015-12-05,토,1,9,2084
106,20151205,2015-12-05,토,1,10,1907
107,20151205,2015-12-05,토,1,11,2445
108,20151205,2015-12-05,토,1,12,2766
109,20151205,2015-12-05,토,1,13,242
110,20151205,2015-12-05,토,1,14,225
111,20151205,2015-12-05,토,1,15,889
112,20151205,2015-12-05,토,1,16,368
113,20151205,2015-12-05,토,1,17,3005
114,20151205,2015-12-05,토,1,18,2158
115,20151205,2015-12-05,토,1,19,939
116,20151205,2015-12-05,토,1,20,3024
117,20151205,2015-12-05,토,1,21,616
118,20151205,2015-12-05,토,1,22,621
119,20151205,2015-12-05,토,1,23,724
120,20151206,2015-12-06,일,1,0,2263
121,20151206,2015-12-06,일,1,1,299
122,20151206,2015-12-06,일,1,2,257
123,20151206,2015-12-06,일,1,3,261
124,20151206,2015-12-06,일,1,4,219
125,20151206,2015-12-06,일,1,5,294
126,20151206,2015-12-06,일,1,6,223
127,20151206,2015-12-06,일,1,7,827
128,20151206,2015-12-06,일,1,8,3180
129,20151206,2015-12-06,일,1,9,3106
130,20151206,2015-12-06,일,1,10,388
131,20151206,2015-12-06,일,1,11,294
132,20151206,2015-12-06,일,1,12,2516
133,20151206,2015-12-06,일,1,13,2505
134,20151206,2015-12-06,일,1,14,301
135,20151206,2015-12-06,일,1,15,340
136,20151206,2015-12-06,일,1,16,2728
137,20151206,2015-12-06,일,1,17,2425
138,20151206,2015-12-06,일,1,18,2360
139,20151206,2015-12-06,일,1,19,735
140,20151206,2015-12-06,일,1,20,561
141,20151206,2015-12-06,일,1,21,614
142,20151206,2015-12-06,일,1,22,551
143,20151206,2015-12-06,일,1,23,241
144,20151207,2015-12-07,월,0,0,223
145,20151207,2015-12-07,월,0,1,217
146,20151207,2015-12-07,월,0,2,222
147,20151207,2015-12-07,월,0,3,226
148,20151207,2015-12-07,월,0,4,368
149,20151207,2015-12-07,월,0,5,299
150,20151207,2015-12-07,월,0,6,249
151,20151207,2015-12-07,월,0,7,2037
152,20151207,2015-12-07,월,0,8,3481
153,20151207,2015-12-07,월,0,9,328
154,20151207,2015-12-07,월,0,10,401
155,20151207,2015-12-07,월,0,11,4350
156,20151207,2015-12-07,월,0,12,3710
157,20151207,2015-12-07,월,0,13,453
158,20151207,2015-12-07,월,0,14,368
159,20151207,2015-12-07,월,0,15,2694
160,20151207,2015-12-07,월,0,16,2945
161,20151207,2015-12-07,월,0,17,2157
162,20151207,2015-12-07,월,0,18,2223
163,20151207,2015-12-07,월,0,19,3265
164,20151207,2015-12-07,월,0,20,911
165,20151207,2015-12-07,월,0,21,533
166,20151207,2015-12-07,월,0,22,681
167,20151207,2015-12-07,월,0,23,271
168,20151208,2015-12-08,화,0,0,264
169,20151208,2015-12-08,화,0,1,607
170,20151208,2015-12-08,화,0,2,237
171,20151208,2015-12-08,화,0,3,305
172,20151208,2015-12-08,화,0,4,242
173,20151208,2015-12-08,화,0,5,311
174,20151208,2015-12-08,화,0,6,293
175,20151208,2015-12-08,화,0,7,4907
176,20151208,2015-12-08,화,0,8,4131
