,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp,CPI
0,20160101,2016-01-01,금,1,0,2570,6.5,0.3
1,20160101,2016-01-01,금,1,1,326,6.0,0.3
2,20160101,2016-01-01,금,1,2,308,5.0,0.3
3,20160101,2016-01-01,금,1,3,253,5.0,0.3
4,20160101,2016-01-01,금,1,4,227,5.0,0.3
5,20160101,2016-01-01,금,1,5,229,4.5,0.3
6,20160101,2016-01-01,금,1,6,323,3.5,0.3
7,20160101,2016-01-01,금,1,7,320,3.0,0.3
8,20160101,2016-01-01,금,1,8,4617,3.0,0.3
9,20160101,2016-01-01,금,1,9,1789,3.5,0.3
10,20160101,2016-01-01,금,1,10,1761,5.0,0.3
11,20160101,2016-01-01,금,1,11,632,6.0,0.3
12,20160101,2016-01-01,금,1,12,695,7.5,0.3
13,20160101,2016-01-01,금,1,13,1388,8.0,0.3
14,20160101,2016-01-01,금,1,14,293,8.0,0.3
15,20160101,2016-01-01,금,1,15,389,8.0,0.3
16,20160101,2016-01-01,금,1,16,295,8.0,0.3
17,20160101,2016-01-01,금,1,17,583,8.0,0.3
18,20160101,2016-01-01,금,1,18,2158,8.0,0.3
19,20160101,2016-01-01,금,1,19,2554,8.0,0.3
20,20160101,2016-01-01,금,1,20,842,9.0,0.3
21,20160101,2016-01-01,금,1,21,675,9.0,0.3
22,20160101,2016-01-01,금,1,22,789,9.0,0.3
23,20160101,2016-01-01,금,1,23,623,8.5,0.3
24,20160102,2016-01-02,토,1,0,388,8.5,0.3
25,20160102,2016-01-02,토,1,1,299,9.0,0.3
26,20160102,2016-01-02,토,1,2,292,9.0,0.3
27,20160102,2016-01-02,토,1,3,236,9.5,0.3
28,20160102,2016-01-02,토,1,4,223,10.0,0.3
29,20160102,2016-01-02,토,1,5,293,10.0,0.3
30,20160102,2016-01-02,토,1,6,295,10.0,0.3
31,20160102,2016-01-02,토,1,7,251,10.0,0.3
32,20160102,2016-01-02,토,1,8,4258,10.0,0.3
33,20160102,2016-01-02,토,1,9,4608,11.0,0.3
34,20160102,2016-01-02,토,1,10,1870,11.0,0.3
35,20160102,2016-01-02,토,1,11,2829,11.0,0.3
36,20160102,2016-01-02,토,1,12,4209,11.0,0.3
37,20160102,2016-01-02,토,1,13,754,11.0,0.3
38,20160102,2016-01-02,토,1,14,457,10.5,0.3
39,20160102,2016-01-02,토,1,15,311,10.5,0.3
40,20160102,2016-01-02,토,1,16,380,11.0,0.3
41,20160102,2016-01-02,토,1,17,379,11.5,0.3
42,20160102,2016-01-02,토,1,18,316,11.0,0.3
43,20160102,2016-01-02,토,1,19,2030,11.0,0.3
44,20160102,2016-01-02,토,1,20,2312,11.0,0.3
45,20160102,2016-01-02,토,1,21,542,11.0,0.3
46,20160102,2016-01-02,토,1,22,803,11.0,0.3
47,20160102,2016-01-02,토,1,23,316,11.0,0.3
48,20160103,2016-01-03,일,1,0,381,11.0,0.3
49,20160103,2016-01-03,일,1,1,231,10.0,0.3
50,20160103,2016-01-03,일,1,2,215,9.0,0.3
51,20160103,2016-01-03,일,1,3,229,9.0,0.3
52,20160103,2016-01-03,일,1,4,245,8.0,0.3
53,20160103,2016-01-03,일,1,5,369,8.0,0.3
54,20160103,2016-01-03,일,1,6,294,7.0,0.3
55,20160103,2016-01-03,일,1,7,315,7.0,0.3
56,20160103,2016-01-03,일,1,8,4625,7.5,0.3
57,20160103,2016-01-03,일,1,9,2992,8.5,0.3
58,20160103,2016-01-03,일,1,10,6563,9.5,0.3
59,20160103,2016-01-03,일,1,11,639,9.5,0.3
60,20160103,2016-01-03,일,1,12,2203,9.0,0.3
61,20160103,2016-01-03,일,1,13,3026,9.0,0.3
62,20160103,2016-01-03,일,1,14,623,9.0,0.3
63,20160103,2016-01-03,일,1,15,5043,10.0,0.3
64,20160103,2016-01-03,일,1,16,4963,10.0,0.3
65,20160103,2016-01-03,일,1,17,3108,9.0,0.3
66,20160103,2016-01-03,일,1,18,2461,9.0,0.3
67,20160103,2016-01-03,일,1,19,3087,9.0,0.3
68,20160103,2016-01-03,일,1,20,908,8.0,0.3
69,20160103,2016-01-03,일,1,21,581,7.5,0.3
70,20160103,2016-01-03,일,1,22,561,7.5,0.3
71,20160103,2016-01-03,일,1,23,556,8.0,0.3
72,20160104,2016-01-04,월,0,0,222,8.0,0.3
73,20160104,2016-01-04,월,0,1,323,8.0,0.3
74,20160104,2016-01-04,월,0,2,223,8.0,0.3
75,20160104,2016-01-04,월,0,3,218,8.0,0.3
76,20160104,2016-01-04,월,0,4,327,8.0,0.3
77,20160104,2016-01-04,월,0,5,835,8.0,0.3
78,20160104,2016-01-04,월,0,6,231,8.0,0.3
79,20160104,2016-01-04,월,0,7,806,8.0,0.3
80,20160104,2016-01-04,월,0,8,6174,8.0,0.3
81,20160104,2016-01-04,월,0,9,541,9.0,0.3
82,20160104,2016-01-04,월,0,10,1638,9.5,0.3
83,20160104,2016-01-04,월,0,11,1580,10.0,0.3
84,20160104,2016-01-04,월,0,12,3186,11.0,0.3
85,20160104,2016-01-04,월,0,13,3879,10.5,0.3
86,20160104,2016-01-04,월,0,14,765,10.0,0.3
87,20160104,2016-01-04,월,0,15,564,10.0,0.3
88,20160104,2016-01-04,월,0,16,3169,9.0,0.3
89,20160104,2016-01-04,월,0,17,617,9.0,0.3
90,20160104,2016-01-04,월,0,18,3993,9.0,0.3
91,20160104,2016-01-04,월,0,19,5356,8.5,0.3
92,20160104,2016-01-04,월,0,20,3161,9.0,0.3
93,20160104,2016-01-04,월,0,21,644,8.5,0.3
