,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp,CPI
0,20140101,2014-01-01,수,1,0,656,8.5,1.9
1,20140101,2014-01-01,수,1,1,2762,7.5,1.9
2,20140101,2014-01-01,수,1,2,2849,7.5,1.9
3,20140101,2014-01-01,수,1,3,4831,8.0,1.9
4,20140101,2014-01-01,수,1,4,306,8.0,1.9
5,20140101,2014-01-01,수,1,5,327,9.0,1.9
6,20140101,2014-01-01,수,1,6,684,9.0,1.9
7,20140101,2014-01-01,수,1,7,317,9.0,1.9
8,20140101,2014-01-01,수,1,8,323,10.0,1.9
9,20140101,2014-01-01,수,1,9,305,10.0,1.9
10,20140101,2014-01-01,수,1,10,3890,10.0,1.9
11,20140101,2014-01-01,수,1,11,3108,9.0,1.9
12,20140101,2014-01-01,수,1,12,533,9.0,1.9
13,20140101,2014-01-01,수,1,13,3786,9.5,1.9
14,20140101,2014-01-01,수,1,14,3282,10.0,1.9
15,20140101,2014-01-01,수,1,15,738,11.0,1.9
16,20140101,2014-01-01,수,1,16,666,11.0,1.9
17,20140101,2014-01-01,수,1,17,3043,11.0,1.9
18,20140101,2014-01-01,수,1,18,2283,11.0,1.9
19,20140101,2014-01-01,수,1,19,2313,11.0,1.9
20,20140101,2014-01-01,수,1,20,2204,12.0,1.9
21,20140101,2014-01-01,수,1,21,634,12.0,1.9
22,20140101,2014-01-01,수,1,22,632,10.5,1.9
23,20140101,2014-01-01,수,1,23,229,11.0,1.9
24,20140102,2014-01-02,목,0,0,284,11.0,1.9
25,20140102,2014-01-02,목,0,1,1049,10.5,1.9
26,20140102,2014-01-02,목,0,2,292,9.0,1.9
27,20140102,2014-01-02,목,0,3,223,9.5,1.9
28,20140102,2014-01-02,목,0,4,227,9.5,1.9
29,20140102,2014-01-02,목,0,5,404,9.0,1.9
30,20140102,2014-01-02,목,0,6,365,8.0,1.9
31,20140102,2014-01-02,목,0,7,294,8.0,1.9
32,20140102,2014-01-02,목,0,8,285,7.5,1.9
33,20140102,2014-01-02,목,0,9,2693,8.0,1.9
34,20140102,2014-01-02,목,0,10,472,8.5,1.9
35,20140102,2014-01-02,목,0,11,515,9.5,1.9
36,20140102,2014-01-02,목,0,12,950,10.0,1.9
37,20140102,2014-01-02,목,0,13,3705,10.5,1.9
38,20140102,2014-01-02,목,0,14,2838,11.0,1.9
39,20140102,2014-01-02,목,0,15,1832,10.5,1.9
40,20140102,2014-01-02,목,0,16,2922,10.0,1.9
41,20140102,2014-01-02,목,0,17,3944,10.0,1.9
42,20140102,2014-01-02,목,0,18,2965,9.5,1.9
43,20140102,2014-01-02,목,0,19,3009,10.0,1.9
44,20140102,2014-01-02,목,0,20,657,10.5,1.9
45,20140102,2014-01-02,목,0,21,2444,11.0,1.9
46,20140102,2014-01-02,목,0,22,539,11.0,1.9
47,20140102,2014-01-02,목,0,23,2626,11.0,1.9
48,20140103,2014-01-03,금,0,0,2632,11.0,1.9
49,20140103,2014-01-03,금,0,1,232,11.0,1.9
50,20140103,2014-01-03,금,0,2,275,11.0,1.9
51,20140103,2014-01-03,금,0,3,257,11.0,1.9
52,20140103,2014-01-03,금,0,4,215,11.0,1.9
53,20140103,2014-01-03,금,0,5,225,11.0,1.9
54,20140103,2014-01-03,금,0,6,282,11.0,1.9
55,20140103,2014-01-03,금,0,7,2619,11.0,1.9
56,20140103,2014-01-03,금,0,8,2998,9.5,1.9
57,20140103,2014-01-03,금,0,9,517,9.0,1.9
58,20140103,2014-01-03,금,0,10,521,9.5,1.9
59,20140103,2014-01-03,금,0,11,691,10.5,1.9
60,20140103,2014-01-03,금,0,12,2895,11.0,1.9
61,20140103,2014-01-03,금,0,13,4506,9.0,1.9
62,20140103,2014-01-03,금,0,14,2931,9.0,1.9
63,20140103,2014-01-03,금,0,15,2863,9.0,1.9
64,20140103,2014-01-03,금,0,16,1793,9.0,1.9
65,20140103,2014-01-03,금,0,17,2038,8.0,1.9
66,20140103,2014-01-03,금,0,18,4711,8.0,1.9
67,20140103,2014-01-03,금,0,19,623,8.0,1.9
68,20140103,2014-01-03,금,0,20,669,8.5,1.9
69,20140103,2014-01-03,금,0,21,724,9.0,1.9
70,20140103,2014-01-03,금,0,22,510,9.0,1.9
71,20140103,2014-01-03,금,0,23,318,8.5,1.9
72,20140104,2014-01-04,토,1,0,284,10.0,1.9
73,20140104,2014-01-04,토,1,1,253,9.5,1.9
74,20140104,2014-01-04,토,1,2,789,9.0,1.9
75,20140104,2014-01-04,토,1,3,735,10.0,1.9
76,20140104,2014-01-04,토,1,4,371,10.0,1.9
77,20140104,2014-01-04,토,1,5,777,9.0,1.9
78,20140104,2014-01-04,토,1,6,786,9.0,1.9
79,20140104,2014-01-04,토,1,7,830,10.0,1.9
80,20140104,2014-01-04,토,1,8,762,10.0,1.9
81,20140104,2014-01-04,토,1,9,3759,10.0,1.9
82,20140104,2014-01-04,토,1,10,3732,10.0,1.9
83,20140104,2014-01-04,토,1,11,298,10.0,1.9
84,20140104,2014-01-04,토,1,12,2852,10.0,1.9
85,20140104,2014-01-04,토,1,13,5233,10.0,1.9
86,20140104,2014-01-04,토,1,14,1853,10.0,1.9
87,20140104,2014-01-04,토,1,15,282,8.5,1.9
88,20140104,2014-01-04,토,1,16,684,8.0,1.9
89,20140104,2014-01-04,토,1,17,3028,7.0,1.9
90,20140104,2014-01-04,토,1,18,2788,7.0,1.9
91,20140104,2014-01-04,토,1,19,2653,7.0,1.9
92,20140104,2014-01-04,토,1,20,4836,7.0,1.9
93,20140104,2014-01-04,토,1,21,673,6.0,1.9
94,20140104,2014-01-04,토,1,22,510,6.0,1.9
95,20140104,2014-01-04,토,1,23,467,5.0,1.9
96,20140105,2014-01-05,일,1,0,311,5.0,1.9
97,20140105,2014-01-05,일,1,1,247,5.0,1.9
98,20140105,2014-01-05,일,1,2,672,4.0,1.9
99,20140105,2014-01-05,일,1,3,239,4.5,1.9
100,20140105,2014-01-05,일,1,4,269,4.0,1.9
101,20140105,2014-01-05,일,1,5,756,4.0,1.9
102,20140105,2014-01-05,일,1,6,313,4.0,1.9
103,20140105,2014-01-05,일,1,7,355,4.0,1.9
104,20140105,2014-01-05,일,1,8,2902,4.0,1.9
105,20140105,2014-01-05,일,1,9,2043,5.0,1.9
106,20140105,2014-01-05,일,1,10,232,5.5,1.9
107,20140105,2014-01-05,일,1,11,276,6.5,1.9
108,20140105,2014-01-05,일,1,12,827,7.5,1.9
