,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2013-04-01,[ 00:00 ],0,167,1.0,81.0,2.4
1,2013-04-01,[ 00:01 ],0,170,1.0,81.0,2.4
2,2013-04-01,[ 00:02 ],0,169,1.0,81.0,2.4
3,2013-04-01,[ 00:03 ],0,168,1.0,81.0,2.4
4,2013-04-01,[ 00:04 ],0,170,1.0,81.0,2.4
5,2013-04-01,[ 00:05 ],0,170,1.0,81.0,2.4
6,2013-04-01,[ 00:06 ],0,169,1.0,81.0,2.4
7,2013-04-01,[ 00:07 ],0,168,1.0,81.0,2.4
8,2013-04-01,[ 00:08 ],0,171,1.0,81.0,2.4
9,2013-04-01,[ 00:09 ],0,170,1.0,81.0,2.4
10,2013-04-01,[ 00:10 ],0,171,1.0,81.0,2.4
11,2013-04-01,[ 00:11 ],0,168,1.0,81.0,2.4
12,2013-04-01,[ 00:12 ],0,168,1.0,81.0,2.4
13,2013-04-01,[ 00:13 ],0,168,1.0,81.0,2.4
14,2013-04-01,[ 00:14 ],0,169,1.0,81.0,2.4
15,2013-04-01,[ 00:15 ],0,169,1.0,81.0,2.4
16,2013-04-01,[ 00:16 ],0,169,1.0,81.0,2.4
17,2013-04-01,[ 00:17 ],0,169,1.0,81.0,2.4
18,2013-04-01,[ 00:18 ],0,168,1.0,81.0,2.4
19,2013-04-01,[ 00:19 ],0,168,1.0,81.0,2.4
20,2013-04-01,[ 00:20 ],0,168,1.0,81.0,2.4
21,2013-04-01,[ 00:21 ],0,169,1.0,81.0,2.4
22,2013-04-01,[ 00:22 ],0,169,1.0,81.0,2.4
23,2013-04-01,[ 00:23 ],0,170,1.0,81.0,2.4
24,2013-04-01,[ 00:24 ],0,171,1.0,81.0,2.4
25,2013-04-01,[ 00:25 ],0,171,1.0,81.0,2.4
26,2013-04-01,[ 00:26 ],0,168,1.0,81.0,2.4
27,2013-04-01,[ 00:27 ],0,169,1.0,81.0,2.4
28,2013-04-01,[ 00:28 ],0,170,1.0,81.0,2.4
29,2013-04-01,[ 00:29 ],0,169,1.0,81.0,2.4
30,2013-04-01,[ 00:30 ],0,169,1.0,81.0,2.4
31,2013-04-01,[ 00:31 ],0,169,1.0,81.0,2.4
32,2013-04-01,[ 00:32 ],0,169,1.0,81.0,2.4
33,2013-04-01,[ 00:33 ],0,168,1.0,81.0,2.4
34,2013-04-01,[ 00:34 ],0,168,1.0,81.0,2.4
35,2013-04-01,[ 00:35 ],0,168,1.0,81.0,2.4
36,2013-04-01,[ 00:36 ],0,171,1.0,81.0,2.4
37,2013-04-01,[ 00:37 ],0,169,1.0,81.0,2.4
38,2013-04-01,[ 00:38 ],0,171,1.0,81.0,2.4
39,2013-04-01,[ 00:39 ],0,171,1.0,81.0,2.4
40,2013-04-01,[ 00:40 ],0,170,1.0,81.0,2.4
41,2013-04-01,[ 00:41 ],0,170,1.0,81.0,2.4
42,2013-04-01,[ 00:42 ],0,169,1.0,81.0,2.4
43,2013-04-01,[ 00:43 ],0,170,1.0,81.0,2.4
44,2013-04-01,[ 00:44 ],0,169,1.0,81.0,2.4
45,2013-04-01,[ 00:45 ],0,171,1.0,81.0,2.4
46,2013-04-01,[ 00:46 ],0,170,1.0,81.0,2.4
47,2013-04-01,[ 00:47 ],0,170,1.0,81.0,2.4
48,2013-04-01,[ 00:48 ],0,169,1.0,81.0,2.4
49,2013-04-01,[ 00:49 ],0,169,1.0,81.0,2.4
50,2013-04-01,[ 00:50 ],0,169,1.0,81.0,2.4
51,2013-04-01,[ 00:51 ],0,171,1.0,81.0,2.4
52,2013-04-01,[ 00:52 ],0,170,1.0,81.0,2.4
53,2013-04-01,[ 00:53 ],0,170,1.0,81.0,2.4
54,2013-04-01,[ 00:54 ],0,168,1.0,81.0,2.4
55,2013-04-01,[ 00:55 ],0,169,1.0,81.0,2.4
56,2013-04-01,[ 00:56 ],0,170,1.0,81.0,2.4
57,2013-04-01,[ 00:57 ],0,239,1.0,81.0,2.4
58,2013-04-01,[ 00:58 ],0,227,1.0,81.0,2.4
59,2013-04-01,[ 00:59 ],0,219,1.0,81.0,2.4
60,2013-04-01,[ 01:00 ],0,218,1.0,81.0,2.4
61,2013-04-01,[ 01:01 ],0,219,1.0,81.0,2.4
62,2013-04-01,[ 01:02 ],0,219,1.0,81.0,2.4
63,2013-04-01,[ 01:03 ],0,221,1.0,81.0,2.4
64,2013-04-01,[ 01:04 ],0,219,1.0,81.0,2.4
65,2013-04-01,[ 01:05 ],0,219,1.0,81.0,2.4
66,2013-04-01,[ 01:06 ],0,217,1.0,81.0,2.4
67,2013-04-01,[ 01:07 ],0,217,1.0,81.0,2.4
68,2013-04-01,[ 01:08 ],0,218,1.0,81.0,2.4
69,2013-04-01,[ 01:09 ],0,219,1.0,81.0,2.4
70,2013-04-01,[ 01:10 ],0,217,1.0,81.0,2.4
71,2013-04-01,[ 01:11 ],0,216,1.0,81.0,2.4
72,2013-04-01,[ 01:12 ],0,216,1.0,81.0,2.4
73,2013-04-01,[ 01:13 ],0,217,1.0,81.0,2.4
74,2013-04-01,[ 01:14 ],0,219,1.0,81.0,2.4
75,2013-04-01,[ 01:15 ],0,225,1.0,81.0,2.4
76,2013-04-01,[ 01:16 ],0,226,1.0,81.0,2.4
77,2013-04-01,[ 01:17 ],0,226,1.0,81.0,2.4
78,2013-04-01,[ 01:18 ],0,224,1.0,81.0,2.4
79,2013-04-01,[ 01:19 ],0,224,1.0,81.0,2.4
80,2013-04-01,[ 01:20 ],0,223,1.0,81.0,2.4
81,2013-04-01,[ 01:21 ],0,222,1.0,81.0,2.4
82,2013-04-01,[ 01:22 ],0,223,1.0,81.0,2.4
83,2013-04-01,[ 01:23 ],0,222,1.0,81.0,2.4
84,2013-04-01,[ 01:24 ],0,222,1.0,81.0,2.4
85,2013-04-01,[ 01:25 ],0,222,1.0,81.0,2.4
86,2013-04-01,[ 01:26 ],0,222,1.0,81.0,2.4
87,2013-04-01,[ 01:27 ],0,221,1.0,81.0,2.4
88,2013-04-01,[ 01:28 ],0,168,1.0,81.0,2.4
89,2013-04-01,[ 01:29 ],0,167,1.0,81.0,2.4
90,2013-04-01,[ 01:30 ],0,168,1.0,81.0,2.4
91,2013-04-01,[ 01:31 ],0,169,1.0,81.0,2.4
92,2013-04-01,[ 01:32 ],0,168,1.0,81.0,2.4
93,2013-04-01,[ 01:33 ],0,168,1.0,81.0,2.4
94,2013-04-01,[ 01:34 ],0,169,1.0,81.0,2.4
95,2013-04-01,[ 01:35 ],0,168,1.0,81.0,2.4
96,2013-04-01,[ 01:36 ],0,169,1.0,81.0,2.4
97,2013-04-01,[ 01:37 ],0,170,1.0,81.0,2.4
98,2013-04-01,[ 01:38 ],0,168,1.0,81.0,2.4
99,2013-04-01,[ 01:39 ],0,167,1.0,81.0,2.4
100,2013-04-01,[ 01:40 ],0,167,1.0,81.0,2.4
101,2013-04-01,[ 01:41 ],0,170,1.0,81.0,2.4
102,2013-04-01,[ 01:42 ],0,169,1.0,81.0,2.4
103,2013-04-01,[ 01:43 ],0,168,1.0,81.0,2.4
104,2013-04-01,[ 01:44 ],0,169,1.0,81.0,2.4
105,2013-04-01,[ 01:45 ],0,169,1.0,81.0,2.4
106,2013-04-01,[ 01:46 ],0,168,1.0,81.0,2.4
107,2013-04-01,[ 01:47 ],0,169,1.0,81.0,2.4
108,2013-04-01,[ 01:48 ],0,167,1.0,81.0,2.4
109,2013-04-01,[ 01:49 ],0,169,1.0,81.0,2.4
110,2013-04-01,[ 01:50 ],0,168,1.0,81.0,2.4
111,2013-04-01,[ 01:51 ],0,167,1.0,81.0,2.4
112,2013-04-01,[ 01:52 ],0,169,1.0,81.0,2.4
113,2013-04-01,[ 01:53 ],0,167,1.0,81.0,2.4
