,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20130201,2013-02-01,금,0,0,236,8.0,76.0,2.8
1,20130201,2013-02-01,금,0,1,386,8.0,76.0,2.8
2,20130201,2013-02-01,금,0,2,275,8.0,76.0,2.8
3,20130201,2013-02-01,금,0,3,379,8.0,76.0,2.8
4,20130201,2013-02-01,금,0,4,322,7.0,84.0,2.8
5,20130201,2013-02-01,금,0,5,308,6.0,93.0,2.8
6,20130201,2013-02-01,금,0,6,252,6.0,93.0,2.8
7,20130201,2013-02-01,금,0,7,366,6.0,90.0,2.8
8,20130201,2013-02-01,금,0,8,370,5.0,93.0,2.8
9,20130201,2013-02-01,금,0,9,578,5.0,90.0,2.8
10,20130201,2013-02-01,금,0,10,550,5.0,90.0,2.8
11,20130201,2013-02-01,금,0,11,2426,5.0,87.0,2.8
12,20130201,2013-02-01,금,0,12,2133,6.0,81.0,2.8
13,20130201,2013-02-01,금,0,13,2771,6.5,78.5,2.8
14,20130201,2013-02-01,금,0,14,2492,7.0,76.0,2.8
15,20130201,2013-02-01,금,0,15,345,7.0,71.0,2.8
16,20130201,2013-02-01,금,0,16,621,7.0,71.0,2.8
17,20130201,2013-02-01,금,0,17,2014,6.5,73.5,2.8
18,20130201,2013-02-01,금,0,18,2055,6.0,76.0,2.8
19,20130201,2013-02-01,금,0,19,2505,6.0,76.0,2.8
20,20130201,2013-02-01,금,0,20,709,6.0,81.0,2.8
21,20130201,2013-02-01,금,0,21,521,5.5,84.0,2.8
22,20130201,2013-02-01,금,0,22,457,5.5,81.5,2.8
23,20130201,2013-02-01,금,0,23,344,5.0,84.0,2.8
24,20130202,2013-02-02,토,1,0,236,5.0,84.0,2.8
25,20130202,2013-02-02,토,1,1,386,5.0,81.0,2.8
26,20130202,2013-02-02,토,1,2,275,5.0,81.0,2.8
27,20130202,2013-02-02,토,1,3,379,5.0,78.5,2.8
28,20130202,2013-02-02,토,1,4,322,4.5,78.5,2.8
29,20130202,2013-02-02,토,1,5,308,4.0,78.0,2.8
30,20130202,2013-02-02,토,1,6,252,3.0,81.0,2.8
31,20130202,2013-02-02,토,1,7,366,3.0,81.0,2.8
32,20130202,2013-02-02,토,1,8,370,3.0,81.0,2.8
33,20130202,2013-02-02,토,1,9,578,3.0,75.0,2.8
34,20130202,2013-02-02,토,1,10,550,3.0,75.0,2.8
35,20130202,2013-02-02,토,1,11,2426,4.0,70.0,2.8
36,20130202,2013-02-02,토,1,12,2133,4.5,67.5,2.8
37,20130202,2013-02-02,토,1,13,2771,5.0,61.0,2.8
38,20130202,2013-02-02,토,1,14,2492,5.0,61.0,2.8
39,20130202,2013-02-02,토,1,15,345,5.0,61.0,2.8
40,20130202,2013-02-02,토,1,16,621,5.0,61.0,2.8
41,20130202,2013-02-02,토,1,17,2014,5.0,61.0,2.8
42,20130202,2013-02-02,토,1,18,2055,5.0,59.0,2.8
43,20130202,2013-02-02,토,1,19,2505,4.0,61.0,2.8
44,20130202,2013-02-02,토,1,20,709,3.0,65.0,2.8
45,20130202,2013-02-02,토,1,21,521,3.0,65.0,2.8
46,20130202,2013-02-02,토,1,22,457,2.5,67.5,2.8
47,20130202,2013-02-02,토,1,23,344,2.0,70.0,2.8
48,20130203,2013-02-03,일,1,0,236,2.0,70.0,2.8
49,20130203,2013-02-03,일,1,1,386,1.5,70.0,2.8
50,20130203,2013-02-03,일,1,2,275,1.0,75.0,2.8
