,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp,CPI
0,20131101,2013-11-01,금,0,0,214,13.0,2.1
1,20131101,2013-11-01,금,0,1,210,13.0,2.1
2,20131101,2013-11-01,금,0,2,213,13.5,2.1
3,20131101,2013-11-01,금,0,3,273,14.0,2.1
4,20131101,2013-11-01,금,0,4,277,14.0,2.1
5,20131101,2013-11-01,금,0,5,222,13.0,2.1
6,20131101,2013-11-01,금,0,6,287,13.0,2.1
7,20131101,2013-11-01,금,0,7,1629,13.0,2.1
8,20131101,2013-11-01,금,0,8,208,13.0,2.1
9,20131101,2013-11-01,금,0,9,218,13.0,2.1
10,20131101,2013-11-01,금,0,10,404,13.5,2.1
11,20131101,2013-11-01,금,0,11,305,14.0,2.1
12,20131101,2013-11-01,금,0,12,258,14.0,2.1
13,20131101,2013-11-01,금,0,13,212,15.0,2.1
14,20131101,2013-11-01,금,0,14,261,15.0,2.1
15,20131101,2013-11-01,금,0,15,224,14.5,2.1
16,20131101,2013-11-01,금,0,16,221,14.0,2.1
17,20131101,2013-11-01,금,0,17,276,13.0,2.1
18,20131101,2013-11-01,금,0,18,339,13.0,2.1
19,20131101,2013-11-01,금,0,19,215,13.0,2.1
20,20131101,2013-11-01,금,0,20,282,12.0,2.1
21,20131101,2013-11-01,금,0,21,495,12.0,2.1
22,20131101,2013-11-01,금,0,22,457,12.0,2.1
23,20131101,2013-11-01,금,0,23,491,12.0,2.1
24,20131102,2013-11-02,토,1,0,315,12.0,2.1
25,20131102,2013-11-02,토,1,1,377,12.0,2.1
26,20131102,2013-11-02,토,1,2,376,12.0,2.1
27,20131102,2013-11-02,토,1,3,221,11.0,2.1
28,20131102,2013-11-02,토,1,4,223,11.5,2.1
29,20131102,2013-11-02,토,1,5,243,11.0,2.1
30,20131102,2013-11-02,토,1,6,232,11.0,2.1
31,20131102,2013-11-02,토,1,7,228,11.5,2.1
32,20131102,2013-11-02,토,1,8,235,11.5,2.1
