,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20130801,2013-08-01,목,0,0,221,20.0,80.5,2.7
1,20130801,2013-08-01,목,0,1,290,19.0,83.0,2.7
2,20130801,2013-08-01,목,0,2,257,19.0,83.0,2.7
3,20130801,2013-08-01,목,0,3,284,18.0,88.0,2.7
4,20130801,2013-08-01,목,0,4,221,17.5,91.0,2.7
5,20130801,2013-08-01,목,0,5,219,17.5,91.0,2.7
6,20130801,2013-08-01,목,0,6,2624,19.0,83.0,2.7
7,20130801,2013-08-01,목,0,7,2645,21.0,78.0,2.7
8,20130801,2013-08-01,목,0,8,2572,25.0,63.0,2.7
9,20130801,2013-08-01,목,0,9,1424,26.5,57.5,2.7
10,20130801,2013-08-01,목,0,10,532,28.5,52.5,2.7
11,20130801,2013-08-01,목,0,11,2857,30.0,48.0,2.7
12,20130801,2013-08-01,목,0,12,3083,30.5,47.0,2.7
13,20130801,2013-08-01,목,0,13,858,31.0,43.0,2.7
14,20130801,2013-08-01,목,0,14,821,32.0,39.0,2.7
15,20130801,2013-08-01,목,0,15,433,32.5,37.0,2.7
16,20130801,2013-08-01,목,0,16,2840,32.5,36.0,2.7
17,20130801,2013-08-01,목,0,17,3049,32.0,41.5,2.7
18,20130801,2013-08-01,목,0,18,475,31.0,43.0,2.7
19,20130801,2013-08-01,목,0,19,786,31.0,43.0,2.7
20,20130801,2013-08-01,목,0,20,457,30.0,45.0,2.7
21,20130801,2013-08-01,목,0,21,459,27.5,51.0,2.7
22,20130801,2013-08-01,목,0,22,432,26.5,55.5,2.7
23,20130801,2013-08-01,목,0,23,350,26.0,57.0,2.7
24,20130802,2013-08-02,금,0,0,270,24.5,53.5,2.7
25,20130802,2013-08-02,금,0,1,497,22.5,53.5,2.7
26,20130802,2013-08-02,금,0,2,717,21.5,62.0,2.7
27,20130802,2013-08-02,금,0,3,285,19.5,70.5,2.7
28,20130802,2013-08-02,금,0,4,264,19.0,75.5,2.7
29,20130802,2013-08-02,금,0,5,265,18.0,80.0,2.7
30,20130802,2013-08-02,금,0,6,2780,19.0,78.0,2.7
31,20130802,2013-08-02,금,0,7,1969,19.5,80.5,2.7
32,20130802,2013-08-02,금,0,8,369,19.5,80.5,2.7
33,20130802,2013-08-02,금,0,9,248,19.0,88.0,2.7
34,20130802,2013-08-02,금,0,10,283,19.5,85.5,2.7
35,20130802,2013-08-02,금,0,11,1944,21.0,78.0,2.7
36,20130802,2013-08-02,금,0,12,2790,22.5,71.0,2.7
37,20130802,2013-08-02,금,0,13,523,23.0,69.0,2.7
38,20130802,2013-08-02,금,0,14,429,24.0,63.0,2.7
39,20130802,2013-08-02,금,0,15,262,25.0,57.0,2.7
40,20130802,2013-08-02,금,0,16,2882,25.0,54.0,2.7
41,20130802,2013-08-02,금,0,17,2641,25.0,50.0,2.7
42,20130802,2013-08-02,금,0,18,1920,23.5,51.5,2.7
43,20130802,2013-08-02,금,0,19,504,22.5,56.5,2.7
44,20130802,2013-08-02,금,0,20,2070,21.0,66.0,2.7
45,20130802,2013-08-02,금,0,21,481,21.0,68.0,2.7
46,20130802,2013-08-02,금,0,22,235,19.0,78.0,2.7
47,20130802,2013-08-02,금,0,23,253,19.0,78.0,2.7
48,20130803,2013-08-03,토,1,0,789,17.0,88.0,2.7
49,20130803,2013-08-03,토,1,1,222,17.0,85.0,2.7
50,20130803,2013-08-03,토,1,2,223,17.0,85.0,2.7
51,20130803,2013-08-03,토,1,3,235,16.0,88.0,2.7
52,20130803,2013-08-03,토,1,4,224,16.0,88.0,2.7
53,20130803,2013-08-03,토,1,5,288,16.0,88.0,2.7
54,20130803,2013-08-03,토,1,6,2615,17.0,82.0,2.7
