,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp
0,20131201,2013-12-01,일,1,0,328,5.0
1,20131201,2013-12-01,일,1,1,344,4.5
2,20131201,2013-12-01,일,1,2,309,4.0
3,20131201,2013-12-01,일,1,3,271,4.0
4,20131201,2013-12-01,일,1,4,935,4.0
5,20131201,2013-12-01,일,1,5,707,5.0
6,20131201,2013-12-01,일,1,6,305,5.0
7,20131201,2013-12-01,일,1,7,379,5.5
8,20131201,2013-12-01,일,1,8,2959,6.0
9,20131201,2013-12-01,일,1,9,394,6.5
10,20131201,2013-12-01,일,1,10,241,7.0
11,20131201,2013-12-01,일,1,11,238,7.5
12,20131201,2013-12-01,일,1,12,812,8.5
13,20131201,2013-12-01,일,1,13,262,9.0
14,20131201,2013-12-01,일,1,14,525,10.0
15,20131201,2013-12-01,일,1,15,3165,9.5
16,20131201,2013-12-01,일,1,16,2311,8.5
17,20131201,2013-12-01,일,1,17,380,8.0
18,20131201,2013-12-01,일,1,18,2899,8.0
19,20131201,2013-12-01,일,1,19,2108,8.0
20,20131201,2013-12-01,일,1,20,596,8.0
21,20131201,2013-12-01,일,1,21,541,8.0
22,20131201,2013-12-01,일,1,22,940,8.0
23,20131201,2013-12-01,일,1,23,284,8.0
24,20131202,2013-12-02,월,0,0,295,8.0
25,20131202,2013-12-02,월,0,1,213,8.0
26,20131202,2013-12-02,월,0,2,323,8.0
27,20131202,2013-12-02,월,0,3,211,8.0
28,20131202,2013-12-02,월,0,4,215,8.0
29,20131202,2013-12-02,월,0,5,221,8.0
30,20131202,2013-12-02,월,0,6,277,8.0
31,20131202,2013-12-02,월,0,7,3809,8.0
32,20131202,2013-12-02,월,0,8,2866,8.0
33,20131202,2013-12-02,월,0,9,5155,8.0
34,20131202,2013-12-02,월,0,10,3033,9.0
35,20131202,2013-12-02,월,0,11,2596,9.0
36,20131202,2013-12-02,월,0,12,404,9.0
37,20131202,2013-12-02,월,0,13,284,9.0
38,20131202,2013-12-02,월,0,14,251,10.0
39,20131202,2013-12-02,월,0,15,291,9.0
40,20131202,2013-12-02,월,0,16,256,9.0
41,20131202,2013-12-02,월,0,17,2754,9.0
