,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20130501,2013-05-01,수,0,0,363,5.5,78.5,2.7
1,20130501,2013-05-01,수,0,1,604,4.5,84.0,2.7
2,20130501,2013-05-01,수,0,2,348,4.0,87.0,2.7
3,20130501,2013-05-01,수,0,3,1555,4.0,87.0,2.7
4,20130501,2013-05-01,수,0,4,378,3.5,93.0,2.7
5,20130501,2013-05-01,수,0,5,2830,4.0,96.5,2.7
6,20130501,2013-05-01,수,0,6,2669,5.0,93.0,2.7
7,20130501,2013-05-01,수,0,7,421,5.5,90.0,2.7
8,20130501,2013-05-01,수,0,8,435,7.0,84.0,2.7
9,20130501,2013-05-01,수,0,9,366,9.5,73.5,2.7
10,20130501,2013-05-01,수,0,10,347,12.0,56.5,2.7
11,20130501,2013-05-01,수,0,11,457,12.5,47.5,2.7
12,20130501,2013-05-01,수,0,12,2918,14.0,36.0,2.7
13,20130501,2013-05-01,수,0,13,471,14.0,38.5,2.7
14,20130501,2013-05-01,수,0,14,3072,14.5,35.0,2.7
15,20130501,2013-05-01,수,0,15,463,15.0,34.0,2.7
16,20130501,2013-05-01,수,0,16,2928,15.0,37.5,2.7
17,20130501,2013-05-01,수,0,17,2251,14.5,40.0,2.7
18,20130501,2013-05-01,수,0,18,563,12.5,52.5,2.7
19,20130501,2013-05-01,수,0,19,707,11.0,52.0,2.7
20,20130501,2013-05-01,수,0,20,604,9.0,58.0,2.7
21,20130501,2013-05-01,수,0,21,2572,8.0,59.5,2.7
22,20130501,2013-05-01,수,0,22,2575,8.0,59.5,2.7
23,20130501,2013-05-01,수,0,23,2646,8.0,57.0,2.7
24,20130502,2013-05-02,목,0,0,218,7.0,55.0,2.7
25,20130502,2013-05-02,목,0,1,242,7.0,53.0,2.7
26,20130502,2013-05-02,목,0,2,252,6.0,57.0,2.7
27,20130502,2013-05-02,목,0,3,225,6.0,55.0,2.7
28,20130502,2013-05-02,목,0,4,222,5.0,59.0,2.7
29,20130502,2013-05-02,목,0,5,2716,5.5,55.0,2.7
30,20130502,2013-05-02,목,0,6,5116,6.5,51.0,2.7
31,20130502,2013-05-02,목,0,7,2908,9.0,37.5,2.7
32,20130502,2013-05-02,목,0,8,413,10.5,28.0,2.7
33,20130502,2013-05-02,목,0,9,410,12.0,24.0,2.7
34,20130502,2013-05-02,목,0,10,2769,13.0,25.5,2.7
35,20130502,2013-05-02,목,0,11,410,14.0,27.0,2.7
36,20130502,2013-05-02,목,0,12,406,14.5,29.0,2.7
37,20130502,2013-05-02,목,0,13,2817,16.0,30.0,2.7
38,20130502,2013-05-02,목,0,14,472,16.0,32.5,2.7
39,20130502,2013-05-02,목,0,15,450,15.0,39.0,2.7
40,20130502,2013-05-02,목,0,16,4700,14.5,43.0,2.7
41,20130502,2013-05-02,목,0,17,2825,13.5,45.5,2.7
42,20130502,2013-05-02,목,0,18,920,12.5,49.0,2.7
43,20130502,2013-05-02,목,0,19,602,11.0,54.0,2.7
44,20130502,2013-05-02,목,0,20,679,9.5,60.0,2.7
45,20130502,2013-05-02,목,0,21,460,9.0,62.0,2.7
46,20130502,2013-05-02,목,0,22,231,9.0,62.0,2.7
47,20130502,2013-05-02,목,0,23,231,9.0,62.0,2.7
48,20130503,2013-05-03,금,0,0,221,8.0,71.0,2.7
49,20130503,2013-05-03,금,0,1,215,7.5,73.5,2.7
50,20130503,2013-05-03,금,0,2,227,7.0,71.0,2.7
