,DateTime,Day,Holiday,Seq,Watt,Temp
0,20150201,일,1,0,624,4.0
1,20150201,일,1,1,284,3.5
2,20150201,일,1,2,241,2.0
3,20150201,일,1,3,327,2.0
4,20150201,일,1,4,671,2.0
5,20150201,일,1,5,324,3.5
6,20150201,일,1,6,226,4.0
7,20150201,일,1,7,2655,4.0
8,20150201,일,1,8,2003,4.0
9,20150201,일,1,9,3565,4.0
10,20150201,일,1,10,328,4.5
11,20150201,일,1,11,416,5.0
12,20150201,일,1,12,386,5.0
13,20150201,일,1,13,374,5.5
14,20150201,일,1,14,4737,6.0
15,20150201,일,1,15,2041,5.0
16,20150201,일,1,16,579,5.0
17,20150201,일,1,17,4717,5.0
18,20150201,일,1,18,2347,4.0
19,20150201,일,1,19,7059,4.0
20,20150201,일,1,20,7212,4.0
21,20150201,일,1,21,1802,3.0
22,20150201,일,1,22,601,2.0
23,20150201,일,1,23,326,1.5
24,20150202,월,0,0,359,1.0
25,20150202,월,0,1,434,1.0
26,20150202,월,0,2,470,0.5
27,20150202,월,0,3,226,-0.5
28,20150202,월,0,4,292,-1.0
29,20150202,월,0,5,276,-0.5
30,20150202,월,0,6,273,-0.5
31,20150202,월,0,7,2967,0.0
32,20150202,월,0,8,2038,0.0
33,20150202,월,0,9,445,1.0
34,20150202,월,0,10,2857,2.0
35,20150202,월,0,11,1941,2.0
36,20150202,월,0,12,2958,2.5
37,20150202,월,0,13,2842,2.5
38,20150202,월,0,14,2725,3.0
39,20150202,월,0,15,2000,3.0
40,20150202,월,0,16,636,3.0
41,20150202,월,0,17,3040,2.5
42,20150202,월,0,18,2319,2.0
43,20150202,월,0,19,2361,2.0
44,20150202,월,0,20,2300,2.0
45,20150202,월,0,21,737,1.0
46,20150202,월,0,22,2955,1.0
47,20150202,월,0,23,2896,0.5
48,20150203,화,0,0,455,0.5
49,20150203,화,0,1,416,1.0
50,20150203,화,0,2,379,1.0
51,20150203,화,0,3,381,1.0
52,20150203,화,0,4,380,1.0
53,20150203,화,0,5,381,1.0
54,20150203,화,0,6,393,1.0
55,20150203,화,0,7,2880,1.0
56,20150203,화,0,8,2099,1.0
57,20150203,화,0,9,5689,1.0
58,20150203,화,0,10,6707,1.5
59,20150203,화,0,11,1907,2.0
60,20150203,화,0,12,3037,3.0
61,20150203,화,0,13,2955,3.5
62,20150203,화,0,14,520,4.0
63,20150203,화,0,15,2057,4.0
64,20150203,화,0,16,566,4.0
65,20150203,화,0,17,3099,4.0
66,20150203,화,0,18,2980,3.5
67,20150203,화,0,19,583,3.0
68,20150203,화,0,20,797,2.5
69,20150203,화,0,21,789,2.0
70,20150203,화,0,22,829,2.0
71,20150203,화,0,23,318,2.5
72,20150204,수,0,0,300,2.0
73,20150204,수,0,1,347,2.0
74,20150204,수,0,2,458,2.0
75,20150204,수,0,3,2068,1.0
76,20150204,수,0,4,361,1.0
77,20150204,수,0,5,300,1.0
78,20150204,수,0,6,354,1.5
79,20150204,수,0,7,919,2.0
80,20150204,수,0,8,2884,2.0
81,20150204,수,0,9,2041,2.0
82,20150204,수,0,10,1654,2.0
83,20150204,수,0,11,2235,3.5
84,20150204,수,0,12,460,3.5
85,20150204,수,0,13,426,4.0
86,20150204,수,0,14,327,4.0
87,20150204,수,0,15,306,5.0
88,20150204,수,0,16,381,5.0
89,20150204,수,0,17,2070,4.5
90,20150204,수,0,18,2202,4.0
91,20150204,수,0,19,4772,4.0
92,20150204,수,0,20,3204,3.5
93,20150204,수,0,21,3522,3.0
94,20150204,수,0,22,712,3.0
95,20150204,수,0,23,605,3.0
96,20150205,목,0,0,368,3.0
97,20150205,목,0,1,361,2.0
98,20150205,목,0,2,319,2.0
99,20150205,목,0,3,453,3.0
100,20150205,목,0,4,364,3.0
101,20150205,목,0,5,301,3.0
102,20150205,목,0,6,471,3.0
103,20150205,목,0,7,4964,2.0
104,20150205,목,0,8,3719,2.0
105,20150205,목,0,9,1891,2.0
