,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20150501,2015-05-01,금,0,0,242,7.0,76.0,0.1
1,20150501,2015-05-01,금,0,1,277,7.0,81.0,0.1
2,20150501,2015-05-01,금,0,2,387,7.0,76.0,0.1
3,20150501,2015-05-01,금,0,3,332,7.0,76.0,0.1
4,20150501,2015-05-01,금,0,4,245,6.5,78.5,0.1
5,20150501,2015-05-01,금,0,5,307,7.0,76.0,0.1
6,20150501,2015-05-01,금,0,6,4506,7.0,76.0,0.1
7,20150501,2015-05-01,금,0,7,2205,7.5,73.5,0.1
8,20150501,2015-05-01,금,0,8,1968,8.5,66.0,0.1
9,20150501,2015-05-01,금,0,9,275,9.5,60.0,0.1
10,20150501,2015-05-01,금,0,10,2795,10.0,60.0,0.1
11,20150501,2015-05-01,금,0,11,6082,11.0,54.0,0.1
12,20150501,2015-05-01,금,0,12,269,11.0,50.0,0.1
13,20150501,2015-05-01,금,0,13,309,12.0,47.0,0.1
14,20150501,2015-05-01,금,0,14,712,12.0,47.0,0.1
15,20150501,2015-05-01,금,0,15,4748,12.0,54.0,0.1
16,20150501,2015-05-01,금,0,16,2119,11.5,56.0,0.1
17,20150501,2015-05-01,금,0,17,2665,10.5,58.0,0.1
18,20150501,2015-05-01,금,0,18,3521,10.0,58.0,0.1
19,20150501,2015-05-01,금,0,19,4300,9.5,60.0,0.1
20,20150501,2015-05-01,금,0,20,539,9.0,62.0,0.1
21,20150501,2015-05-01,금,0,21,412,9.0,64.0,0.1
22,20150501,2015-05-01,금,0,22,475,8.5,64.0,0.1
23,20150501,2015-05-01,금,0,23,289,8.0,71.0,0.1
24,20150502,2015-05-02,토,1,0,252,7.0,76.0,0.1
25,20150502,2015-05-02,토,1,1,250,7.0,73.5,0.1
26,20150502,2015-05-02,토,1,2,278,6.5,76.0,0.1
27,20150502,2015-05-02,토,1,3,963,7.0,76.0,0.1
28,20150502,2015-05-02,토,1,4,248,7.0,76.0,0.1
29,20150502,2015-05-02,토,1,5,1524,7.0,81.0,0.1
30,20150502,2015-05-02,토,1,6,3914,7.0,78.5,0.1
31,20150502,2015-05-02,토,1,7,2041,8.0,76.0,0.1
32,20150502,2015-05-02,토,1,8,4787,8.5,78.5,0.1
33,20150502,2015-05-02,토,1,9,2955,10.0,73.5,0.1
34,20150502,2015-05-02,토,1,10,283,11.0,71.0,0.1
35,20150502,2015-05-02,토,1,11,302,11.5,69.0,0.1
36,20150502,2015-05-02,토,1,12,269,12.5,65.0,0.1
37,20150502,2015-05-02,토,1,13,309,13.5,61.0,0.1
38,20150502,2015-05-02,토,1,14,712,13.0,63.0,0.1
39,20150502,2015-05-02,토,1,15,4748,12.0,67.0,0.1
40,20150502,2015-05-02,토,1,16,2119,11.5,69.0,0.1
41,20150502,2015-05-02,토,1,17,2665,11.5,74.0,0.1
42,20150502,2015-05-02,토,1,18,666,11.0,76.0,0.1
43,20150502,2015-05-02,토,1,19,968,11.0,76.0,0.1
44,20150502,2015-05-02,토,1,20,495,11.0,76.0,0.1
45,20150502,2015-05-02,토,1,21,2635,10.5,81.5,0.1
46,20150502,2015-05-02,토,1,22,2578,10.0,87.0,0.1
47,20150502,2015-05-02,토,1,23,293,10.0,94.0,0.1
48,20150503,2015-05-03,일,1,0,234,11.0,94.0,0.1
49,20150503,2015-05-03,일,1,1,224,11.0,94.0,0.1
50,20150503,2015-05-03,일,1,2,237,11.0,94.0,0.1
51,20150503,2015-05-03,일,1,3,237,12.0,94.0,0.1
52,20150503,2015-05-03,일,1,4,226,12.0,94.0,0.1
53,20150503,2015-05-03,일,1,5,2751,12.0,94.0,0.1
54,20150503,2015-05-03,일,1,6,5079,12.0,97.0,0.1
55,20150503,2015-05-03,일,1,7,545,13.0,94.0,0.1
56,20150503,2015-05-03,일,1,8,2831,14.0,94.0,0.1
57,20150503,2015-05-03,일,1,9,4566,15.0,88.0,0.1
58,20150503,2015-05-03,일,1,10,3397,15.0,88.0,0.1
59,20150503,2015-05-03,일,1,11,301,15.5,85.0,0.1
60,20150503,2015-05-03,일,1,12,1954,16.5,77.0,0.1
61,20150503,2015-05-03,일,1,13,2885,18.5,66.0,0.1
62,20150503,2015-05-03,일,1,14,496,19.5,60.0,0.1
63,20150503,2015-05-03,일,1,15,2741,19.0,56.0,0.1
64,20150503,2015-05-03,일,1,16,2604,18.0,59.0,0.1
65,20150503,2015-05-03,일,1,17,2052,17.0,61.0,0.1
66,20150503,2015-05-03,일,1,18,3115,16.0,63.0,0.1
67,20150503,2015-05-03,일,1,19,2193,15.5,67.5,0.1
68,20150503,2015-05-03,일,1,20,614,15.0,72.0,0.1
69,20150503,2015-05-03,일,1,21,2632,15.0,72.0,0.1
70,20150503,2015-05-03,일,1,22,2607,14.0,77.0,0.1
71,20150503,2015-05-03,일,1,23,240,14.0,77.0,0.1
72,20150504,2015-05-04,월,1,0,235,14.0,72.0,0.1
73,20150504,2015-05-04,월,1,1,242,14.0,72.0,0.1
74,20150504,2015-05-04,월,1,2,252,13.0,79.5,0.1
75,20150504,2015-05-04,월,1,3,239,13.0,77.0,0.1
76,20150504,2015-05-04,월,1,4,386,12.5,79.5,0.1
77,20150504,2015-05-04,월,1,5,310,12.5,79.5,0.1
78,20150504,2015-05-04,월,1,6,2619,13.0,72.0,0.1
79,20150504,2015-05-04,월,1,7,2710,13.0,67.0,0.1
80,20150504,2015-05-04,월,1,8,2061,13.5,60.5,0.1
81,20150504,2015-05-04,월,1,9,2689,15.0,49.5,0.1
82,20150504,2015-05-04,월,1,10,2937,16.0,48.0,0.1
83,20150504,2015-05-04,월,1,11,2680,16.5,46.5,0.1
84,20150504,2015-05-04,월,1,12,875,18.0,42.0,0.1
85,20150504,2015-05-04,월,1,13,1480,18.0,45.0,0.1
86,20150504,2015-05-04,월,1,14,1258,17.5,50.5,0.1
87,20150504,2015-05-04,월,1,15,2718,17.0,53.5,0.1
88,20150504,2015-05-04,월,1,16,4039,16.5,59.0,0.1
89,20150504,2015-05-04,월,1,17,2926,16.0,61.0,0.1
90,20150504,2015-05-04,월,1,18,2248,15.0,67.0,0.1
91,20150504,2015-05-04,월,1,19,628,14.5,74.5,0.1
92,20150504,2015-05-04,월,1,20,2157,14.0,82.0,0.1
93,20150504,2015-05-04,월,1,21,583,13.0,91.0,0.1
94,20150504,2015-05-04,월,1,22,318,12.0,94.0,0.1
95,20150504,2015-05-04,월,1,23,335,12.0,94.0,0.1
96,20150505,2015-05-05,화,0,0,232,13.0,94.0,0.1
97,20150505,2015-05-05,화,0,1,489,13.0,94.0,0.1
98,20150505,2015-05-05,화,0,2,237,14.0,94.0,0.1
99,20150505,2015-05-05,화,0,3,245,15.0,94.0,0.1
100,20150505,2015-05-05,화,0,4,299,16.0,88.0,0.1
101,20150505,2015-05-05,화,0,5,2801,16.0,88.0,0.1
102,20150505,2015-05-05,화,0,6,4562,16.0,82.0,0.1
103,20150505,2015-05-05,화,0,7,1977,15.5,82.5,0.1
104,20150505,2015-05-05,화,0,8,469,15.0,77.0,0.1
105,20150505,2015-05-05,화,0,9,3070,15.0,72.0,0.1
106,20150505,2015-05-05,화,0,10,2891,14.0,63.0,0.1
107,20150505,2015-05-05,화,0,11,1834,15.0,53.5,0.1
108,20150505,2015-05-05,화,0,12,278,16.0,42.0,0.1
109,20150505,2015-05-05,화,0,13,286,16.0,46.5,0.1
110,20150505,2015-05-05,화,0,14,282,16.0,48.0,0.1
111,20150505,2015-05-05,화,0,15,275,16.0,46.5,0.1
112,20150505,2015-05-05,화,0,16,2051,15.5,49.5,0.1
113,20150505,2015-05-05,화,0,17,4986,15.0,53.0,0.1
114,20150505,2015-05-05,화,0,18,2764,14.0,59.0,0.1
115,20150505,2015-05-05,화,0,19,615,14.0,59.0,0.1
116,20150505,2015-05-05,화,0,20,486,13.0,65.0,0.1
117,20150505,2015-05-05,화,0,21,368,13.0,65.0,0.1
118,20150505,2015-05-05,화,0,22,242,13.0,65.0,0.1
119,20150505,2015-05-05,화,0,23,234,12.0,72.0,0.1
120,20150506,2015-05-06,수,0,0,387,12.0,72.0,0.1
121,20150506,2015-05-06,수,0,1,281,11.0,79.0,0.1
122,20150506,2015-05-06,수,0,2,242,10.5,79.0,0.1
123,20150506,2015-05-06,수,0,3,260,10.5,82.0,0.1
124,20150506,2015-05-06,수,0,4,352,10.5,84.5,0.1
125,20150506,2015-05-06,수,0,5,2660,10.0,84.5,0.1
126,20150506,2015-05-06,수,0,6,324,11.0,76.0,0.1
127,20150506,2015-05-06,수,0,7,1907,11.0,71.0,0.1
128,20150506,2015-05-06,수,0,8,1983,12.5,69.5,0.1
