,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20151201,2015-12-01,화,0,0,375,10.5,94.0,0.2
1,20151201,2015-12-01,화,0,1,221,10.0,94.0,0.2
2,20151201,2015-12-01,화,0,2,4433,10.0,94.0,0.2
3,20151201,2015-12-01,화,0,3,556,9.5,97.0,0.2
4,20151201,2015-12-01,화,0,4,228,10.0,94.0,0.2
5,20151201,2015-12-01,화,0,5,294,10.0,97.0,0.2
6,20151201,2015-12-01,화,0,6,225,13.0,94.0,0.2
7,20151201,2015-12-01,화,0,7,299,14.0,82.0,0.2
8,20151201,2015-12-01,화,0,8,4584,14.0,82.0,0.2
9,20151201,2015-12-01,화,0,9,784,14.0,79.5,0.2
10,20151201,2015-12-01,화,0,10,3014,14.0,77.0,0.2
11,20151201,2015-12-01,화,0,11,526,14.0,74.5,0.2
12,20151201,2015-12-01,화,0,12,2922,14.5,69.5,0.2
13,20151201,2015-12-01,화,0,13,2780,14.5,69.5,0.2
14,20151201,2015-12-01,화,0,14,3048,15.0,63.0,0.2
15,20151201,2015-12-01,화,0,15,3424,15.0,63.0,0.2
16,20151201,2015-12-01,화,0,16,3396,14.5,65.0,0.2
17,20151201,2015-12-01,화,0,17,3295,14.0,65.0,0.2
18,20151201,2015-12-01,화,0,18,642,14.0,61.0,0.2
19,20151201,2015-12-01,화,0,19,760,14.0,55.0,0.2
20,20151201,2015-12-01,화,0,20,2296,14.0,55.0,0.2
21,20151201,2015-12-01,화,0,21,891,13.5,52.5,0.2
22,20151201,2015-12-01,화,0,22,2693,13.0,58.0,0.2
23,20151201,2015-12-01,화,0,23,2566,13.0,63.0,0.2
24,20151202,2015-12-02,수,0,0,359,13.0,60.5,0.2
25,20151202,2015-12-02,수,0,1,352,13.0,60.5,0.2
26,20151202,2015-12-02,수,0,2,363,13.0,65.0,0.2
27,20151202,2015-12-02,수,0,3,350,13.0,67.0,0.2
28,20151202,2015-12-02,수,0,4,373,13.0,65.0,0.2
29,20151202,2015-12-02,수,0,5,358,13.0,67.0,0.2
30,20151202,2015-12-02,수,0,6,427,13.0,65.0,0.2
31,20151202,2015-12-02,수,0,7,4770,13.0,67.0,0.2
32,20151202,2015-12-02,수,0,8,1998,13.0,69.5,0.2
33,20151202,2015-12-02,수,0,9,2753,12.5,74.5,0.2
34,20151202,2015-12-02,수,0,10,2092,13.0,72.0,0.2
35,20151202,2015-12-02,수,0,11,3083,13.0,77.0,0.2
36,20151202,2015-12-02,수,0,12,3041,13.0,77.0,0.2
37,20151202,2015-12-02,수,0,13,496,13.0,77.0,0.2
38,20151202,2015-12-02,수,0,14,406,13.5,74.5,0.2
39,20151202,2015-12-02,수,0,15,2720,13.5,74.5,0.2
40,20151202,2015-12-02,수,0,16,3245,13.0,77.0,0.2
41,20151202,2015-12-02,수,0,17,2369,13.0,77.0,0.2
42,20151202,2015-12-02,수,0,18,2793,13.0,77.0,0.2
43,20151202,2015-12-02,수,0,19,787,13.0,77.0,0.2
44,20151202,2015-12-02,수,0,20,3024,13.0,77.0,0.2
45,20151202,2015-12-02,수,0,21,697,13.0,77.0,0.2
46,20151202,2015-12-02,수,0,22,519,13.0,77.0,0.2
47,20151202,2015-12-02,수,0,23,5249,13.0,77.0,0.2
48,20151203,2015-12-03,목,0,0,5225,13.0,79.5,0.2
49,20151203,2015-12-03,목,0,1,800,13.0,82.0,0.2
50,20151203,2015-12-03,목,0,2,245,13.0,77.0,0.2
51,20151203,2015-12-03,목,0,3,224,13.0,77.0,0.2
52,20151203,2015-12-03,목,0,4,232,13.0,77.0,0.2
53,20151203,2015-12-03,목,0,5,234,13.0,77.0,0.2
54,20151203,2015-12-03,목,0,6,234,13.0,77.0,0.2
55,20151203,2015-12-03,목,0,7,3227,13.0,77.0,0.2
56,20151203,2015-12-03,목,0,8,2104,13.0,77.0,0.2
57,20151203,2015-12-03,목,0,9,4876,13.0,77.0,0.2
58,20151203,2015-12-03,목,0,10,3039,13.0,77.0,0.2
