,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp,CPI
0,20150901,2015-09-01,화,0,0,441,15.0,-0.1
1,20150901,2015-09-01,화,0,1,374,15.0,-0.1
2,20150901,2015-09-01,화,0,2,291,15.0,-0.1
3,20150901,2015-09-01,화,0,3,293,15.0,-0.1
4,20150901,2015-09-01,화,0,4,293,15.0,-0.1
5,20150901,2015-09-01,화,0,5,2725,15.0,-0.1
6,20150901,2015-09-01,화,0,6,330,15.0,-0.1
7,20150901,2015-09-01,화,0,7,2749,15.0,-0.1
8,20150901,2015-09-01,화,0,8,1973,15.0,-0.1
9,20150901,2015-09-01,화,0,9,250,15.5,-0.1
10,20150901,2015-09-01,화,0,10,2665,16.0,-0.1
11,20150901,2015-09-01,화,0,11,403,15.5,-0.1
12,20150901,2015-09-01,화,0,12,2624,16.0,-0.1
13,20150901,2015-09-01,화,0,13,310,17.0,-0.1
14,20150901,2015-09-01,화,0,14,525,16.5,-0.1
15,20150901,2015-09-01,화,0,15,352,17.5,-0.1
16,20150901,2015-09-01,화,0,16,2092,18.5,-0.1
17,20150901,2015-09-01,화,0,17,6293,17.0,-0.1
18,20150901,2015-09-01,화,0,18,685,15.0,-0.1
19,20150901,2015-09-01,화,0,19,3372,15.0,-0.1
20,20150901,2015-09-01,화,0,20,668,14.5,-0.1
21,20150901,2015-09-01,화,0,21,938,14.0,-0.1
22,20150901,2015-09-01,화,0,22,2990,14.0,-0.1
23,20150901,2015-09-01,화,0,23,2727,14.0,-0.1
24,20150902,2015-09-02,수,0,0,306,13.5,-0.1
25,20150902,2015-09-02,수,0,1,299,13.0,-0.1
26,20150902,2015-09-02,수,0,2,878,13.0,-0.1
27,20150902,2015-09-02,수,0,3,299,12.0,-0.1
28,20150902,2015-09-02,수,0,4,304,11.5,-0.1
29,20150902,2015-09-02,수,0,5,2916,12.0,-0.1
30,20150902,2015-09-02,수,0,6,2722,11.5,-0.1
31,20150902,2015-09-02,수,0,7,2071,12.5,-0.1
32,20150902,2015-09-02,수,0,8,2108,13.5,-0.1
33,20150902,2015-09-02,수,0,9,351,15.0,-0.1
34,20150902,2015-09-02,수,0,10,2131,16.0,-0.1
35,20150902,2015-09-02,수,0,11,528,15.5,-0.1
36,20150902,2015-09-02,수,0,12,2902,18.0,-0.1
37,20150902,2015-09-02,수,0,13,421,17.0,-0.1
38,20150902,2015-09-02,수,0,14,405,17.5,-0.1
39,20150902,2015-09-02,수,0,15,3054,17.5,-0.1
40,20150902,2015-09-02,수,0,16,549,17.0,-0.1
41,20150902,2015-09-02,수,0,17,2880,17.0,-0.1
42,20150902,2015-09-02,수,0,18,441,17.0,-0.1
43,20150902,2015-09-02,수,0,19,721,15.5,-0.1
44,20150902,2015-09-02,수,0,20,658,15.0,-0.1
45,20150902,2015-09-02,수,0,21,523,14.0,-0.1
46,20150902,2015-09-02,수,0,22,508,14.0,-0.1
47,20150902,2015-09-02,수,0,23,2769,14.0,-0.1
48,20150903,2015-09-03,목,0,0,2753,14.0,-0.1
49,20150903,2015-09-03,목,0,1,274,13.5,-0.1
50,20150903,2015-09-03,목,0,2,261,13.0,-0.1
51,20150903,2015-09-03,목,0,3,251,12.0,-0.1
52,20150903,2015-09-03,목,0,4,259,12.0,-0.1
53,20150903,2015-09-03,목,0,5,2863,11.0,-0.1
54,20150903,2015-09-03,목,0,6,259,11.5,-0.1
55,20150903,2015-09-03,목,0,7,4564,12.5,-0.1
56,20150903,2015-09-03,목,0,8,2459,13.5,-0.1
57,20150903,2015-09-03,목,0,9,2451,14.0,-0.1
58,20150903,2015-09-03,목,0,10,2314,14.0,-0.1
59,20150903,2015-09-03,목,0,11,2751,15.0,-0.1
60,20150903,2015-09-03,목,0,12,2768,15.5,-0.1
61,20150903,2015-09-03,목,0,13,3135,16.0,-0.1
62,20150903,2015-09-03,목,0,14,375,15.5,-0.1
63,20150903,2015-09-03,목,0,15,2893,16.5,-0.1
64,20150903,2015-09-03,목,0,16,2222,16.5,-0.1
65,20150903,2015-09-03,목,0,17,2807,15.0,-0.1
66,20150903,2015-09-03,목,0,18,525,15.0,-0.1
67,20150903,2015-09-03,목,0,19,600,13.0,-0.1
68,20150903,2015-09-03,목,0,20,609,14.0,-0.1
69,20150903,2015-09-03,목,0,21,236,14.0,-0.1
70,20150903,2015-09-03,목,0,22,223,14.0,-0.1
71,20150903,2015-09-03,목,0,23,236,13.0,-0.1
72,20150904,2015-09-04,금,0,0,215,12.5,-0.1
73,20150904,2015-09-04,금,0,1,288,12.5,-0.1
74,20150904,2015-09-04,금,0,2,249,12.5,-0.1
75,20150904,2015-09-04,금,0,3,217,13.0,-0.1
76,20150904,2015-09-04,금,0,4,877,13.0,-0.1
77,20150904,2015-09-04,금,0,5,2887,12.5,-0.1
78,20150904,2015-09-04,금,0,6,298,13.0,-0.1
79,20150904,2015-09-04,금,0,7,2720,13.0,-0.1
80,20150904,2015-09-04,금,0,8,1956,13.5,-0.1
81,20150904,2015-09-04,금,0,9,315,14.5,-0.1
82,20150904,2015-09-04,금,0,10,276,15.5,-0.1
83,20150904,2015-09-04,금,0,11,282,15.5,-0.1
84,20150904,2015-09-04,금,0,12,280,16.0,-0.1
85,20150904,2015-09-04,금,0,13,2814,16.0,-0.1
86,20150904,2015-09-04,금,0,14,518,15.5,-0.1
87,20150904,2015-09-04,금,0,15,3016,16.0,-0.1
88,20150904,2015-09-04,금,0,16,1951,16.0,-0.1
89,20150904,2015-09-04,금,0,17,2825,16.0,-0.1
90,20150904,2015-09-04,금,0,18,2644,15.0,-0.1
91,20150904,2015-09-04,금,0,19,2934,15.0,-0.1
92,20150904,2015-09-04,금,0,20,450,15.0,-0.1
93,20150904,2015-09-04,금,0,21,452,14.0,-0.1
94,20150904,2015-09-04,금,0,22,472,14.0,-0.1
95,20150904,2015-09-04,금,0,23,458,14.0,-0.1
96,20150905,2015-09-05,토,1,0,234,14.0,-0.1
97,20150905,2015-09-05,토,1,1,237,14.0,-0.1
98,20150905,2015-09-05,토,1,2,309,12.5,-0.1
99,20150905,2015-09-05,토,1,3,221,12.0,-0.1
100,20150905,2015-09-05,토,1,4,215,11.0,-0.1
101,20150905,2015-09-05,토,1,5,289,11.5,-0.1
102,20150905,2015-09-05,토,1,6,216,11.5,-0.1
103,20150905,2015-09-05,토,1,7,4771,12.0,-0.1
104,20150905,2015-09-05,토,1,8,2016,13.5,-0.1
105,20150905,2015-09-05,토,1,9,425,13.0,-0.1
106,20150905,2015-09-05,토,1,10,269,13.5,-0.1
107,20150905,2015-09-05,토,1,11,2123,14.0,-0.1
108,20150905,2015-09-05,토,1,12,251,14.0,-0.1
109,20150905,2015-09-05,토,1,13,2170,15.0,-0.1
110,20150905,2015-09-05,토,1,14,273,15.5,-0.1
111,20150905,2015-09-05,토,1,15,248,16.0,-0.1
112,20150905,2015-09-05,토,1,16,262,16.0,-0.1
113,20150905,2015-09-05,토,1,17,2068,15.5,-0.1
114,20150905,2015-09-05,토,1,18,2726,15.0,-0.1
115,20150905,2015-09-05,토,1,19,642,14.0,-0.1
116,20150905,2015-09-05,토,1,20,507,13.0,-0.1
117,20150905,2015-09-05,토,1,21,2597,12.0,-0.1
118,20150905,2015-09-05,토,1,22,2641,11.5,-0.1
119,20150905,2015-09-05,토,1,23,282,11.0,-0.1
120,20150906,2015-09-06,일,1,0,403,10.5,-0.1
121,20150906,2015-09-06,일,1,1,308,10.0,-0.1
122,20150906,2015-09-06,일,1,2,274,10.0,-0.1
123,20150906,2015-09-06,일,1,3,242,9.5,-0.1
124,20150906,2015-09-06,일,1,4,671,9.0,-0.1
125,20150906,2015-09-06,일,1,5,306,9.0,-0.1
126,20150906,2015-09-06,일,1,6,257,8.5,-0.1
127,20150906,2015-09-06,일,1,7,2615,9.5,-0.1
128,20150906,2015-09-06,일,1,8,2618,12.5,-0.1
129,20150906,2015-09-06,일,1,9,328,13.5,-0.1
130,20150906,2015-09-06,일,1,10,260,14.0,-0.1
131,20150906,2015-09-06,일,1,11,2590,15.5,-0.1
132,20150906,2015-09-06,일,1,12,261,16.5,-0.1
