,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20130601,2013-06-01,토,1,0,211
1,20130601,2013-06-01,토,1,1,214
2,20130601,2013-06-01,토,1,2,213
3,20130601,2013-06-01,토,1,3,355
4,20130601,2013-06-01,토,1,4,203
5,20130601,2013-06-01,토,1,5,219
6,20130601,2013-06-01,토,1,6,213
7,20130601,2013-06-01,토,1,7,2611
8,20130601,2013-06-01,토,1,8,259
9,20130601,2013-06-01,토,1,9,238
10,20130601,2013-06-01,토,1,10,1955
11,20130601,2013-06-01,토,1,11,237
12,20130601,2013-06-01,토,1,12,2599
13,20130601,2013-06-01,토,1,13,236
14,20130601,2013-06-01,토,1,14,245
15,20130601,2013-06-01,토,1,15,235
16,20130601,2013-06-01,토,1,16,242
17,20130601,2013-06-01,토,1,17,1889
18,20130601,2013-06-01,토,1,18,2611
19,20130601,2013-06-01,토,1,19,2634
20,20130601,2013-06-01,토,1,20,482
21,20130601,2013-06-01,토,1,21,394
22,20130601,2013-06-01,토,1,22,273
23,20130601,2013-06-01,토,1,23,2585
24,20130602,2013-06-02,일,1,0,2656
25,20130602,2013-06-02,일,1,1,1804
26,20130602,2013-06-02,일,1,2,215
27,20130602,2013-06-02,일,1,3,218
28,20130602,2013-06-02,일,1,4,216
29,20130602,2013-06-02,일,1,5,227
30,20130602,2013-06-02,일,1,6,224
31,20130602,2013-06-02,일,1,7,248
32,20130602,2013-06-02,일,1,8,4706
33,20130602,2013-06-02,일,1,9,1912
34,20130602,2013-06-02,일,1,10,2839
35,20130602,2013-06-02,일,1,11,1767
36,20130602,2013-06-02,일,1,12,2625
37,20130602,2013-06-02,일,1,13,2654
38,20130602,2013-06-02,일,1,14,3727
39,20130602,2013-06-02,일,1,15,2269
40,20130602,2013-06-02,일,1,16,694
41,20130602,2013-06-02,일,1,17,1941
42,20130602,2013-06-02,일,1,18,216
43,20130602,2013-06-02,일,1,19,458
44,20130602,2013-06-02,일,1,20,427
45,20130602,2013-06-02,일,1,21,1958
46,20130602,2013-06-02,일,1,22,217
47,20130602,2013-06-02,일,1,23,356
48,20130603,2013-06-03,월,0,0,210
49,20130603,2013-06-03,월,0,1,228
50,20130603,2013-06-03,월,0,2,323
51,20130603,2013-06-03,월,0,3,207
52,20130603,2013-06-03,월,0,4,939
53,20130603,2013-06-03,월,0,5,200
54,20130603,2013-06-03,월,0,6,206
55,20130603,2013-06-03,월,0,7,252
56,20130603,2013-06-03,월,0,8,2619
57,20130603,2013-06-03,월,0,9,256
58,20130603,2013-06-03,월,0,10,286
