,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20131001,2013-10-01,화,0,0,245
1,20131001,2013-10-01,화,0,1,243
2,20131001,2013-10-01,화,0,2,389
3,20131001,2013-10-01,화,0,3,289
4,20131001,2013-10-01,화,0,4,241
5,20131001,2013-10-01,화,0,5,242
6,20131001,2013-10-01,화,0,6,2629
7,20131001,2013-10-01,화,0,7,2625
8,20131001,2013-10-01,화,0,8,715
9,20131001,2013-10-01,화,0,9,2872
10,20131001,2013-10-01,화,0,10,4404
11,20131001,2013-10-01,화,0,11,1633
12,20131001,2013-10-01,화,0,12,423
13,20131001,2013-10-01,화,0,13,2772
14,20131001,2013-10-01,화,0,14,399
15,20131001,2013-10-01,화,0,15,516
16,20131001,2013-10-01,화,0,16,483
17,20131001,2013-10-01,화,0,17,2032
18,20131001,2013-10-01,화,0,18,371
19,20131001,2013-10-01,화,0,19,487
20,20131001,2013-10-01,화,0,20,1976
21,20131001,2013-10-01,화,0,21,1959
22,20131001,2013-10-01,화,0,22,265
23,20131001,2013-10-01,화,0,23,232
24,20131002,2013-10-02,수,0,0,234
25,20131002,2013-10-02,수,0,1,228
26,20131002,2013-10-02,수,0,2,295
27,20131002,2013-10-02,수,0,3,229
28,20131002,2013-10-02,수,0,4,219
29,20131002,2013-10-02,수,0,5,294
30,20131002,2013-10-02,수,0,6,2859
31,20131002,2013-10-02,수,0,7,2753
32,20131002,2013-10-02,수,0,8,2640
33,20131002,2013-10-02,수,0,9,2589
34,20131002,2013-10-02,수,0,10,304
35,20131002,2013-10-02,수,0,11,2620
36,20131002,2013-10-02,수,0,12,267
37,20131002,2013-10-02,수,0,13,283
38,20131002,2013-10-02,수,0,14,287
39,20131002,2013-10-02,수,0,15,764
40,20131002,2013-10-02,수,0,16,361
41,20131002,2013-10-02,수,0,17,2910
42,20131002,2013-10-02,수,0,18,1453
43,20131002,2013-10-02,수,0,19,704
44,20131002,2013-10-02,수,0,20,2480
45,20131002,2013-10-02,수,0,21,370
46,20131002,2013-10-02,수,0,22,320
47,20131002,2013-10-02,수,0,23,391
48,20131003,2013-10-03,목,0,0,243
49,20131003,2013-10-03,목,0,1,314
50,20131003,2013-10-03,목,0,2,258
51,20131003,2013-10-03,목,0,3,248
52,20131003,2013-10-03,목,0,4,247
53,20131003,2013-10-03,목,0,5,246
54,20131003,2013-10-03,목,0,6,2769
55,20131003,2013-10-03,목,0,7,1989
56,20131003,2013-10-03,목,0,8,281
57,20131003,2013-10-03,목,0,9,805
58,20131003,2013-10-03,목,0,10,343
59,20131003,2013-10-03,목,0,11,298
60,20131003,2013-10-03,목,0,12,247
61,20131003,2013-10-03,목,0,13,427
62,20131003,2013-10-03,목,0,14,387
63,20131003,2013-10-03,목,0,15,275
64,20131003,2013-10-03,목,0,16,5236
65,20131003,2013-10-03,목,0,17,2947
66,20131003,2013-10-03,목,0,18,1851
67,20131003,2013-10-03,목,0,19,2022
68,20131003,2013-10-03,목,0,20,389
69,20131003,2013-10-03,목,0,21,333
70,20131003,2013-10-03,목,0,22,334
71,20131003,2013-10-03,목,0,23,259
72,20131004,2013-10-04,금,0,0,250
73,20131004,2013-10-04,금,0,1,247
74,20131004,2013-10-04,금,0,2,247
75,20131004,2013-10-04,금,0,3,299
76,20131004,2013-10-04,금,0,4,390
77,20131004,2013-10-04,금,0,5,318
78,20131004,2013-10-04,금,0,6,318
79,20131004,2013-10-04,금,0,7,4491
80,20131004,2013-10-04,금,0,8,6162
81,20131004,2013-10-04,금,0,9,272
82,20131004,2013-10-04,금,0,10,961
83,20131004,2013-10-04,금,0,11,1977
84,20131004,2013-10-04,금,0,12,836
85,20131004,2013-10-04,금,0,13,274
86,20131004,2013-10-04,금,0,14,270
87,20131004,2013-10-04,금,0,15,2623
88,20131004,2013-10-04,금,0,16,3030
89,20131004,2013-10-04,금,0,17,1955
90,20131004,2013-10-04,금,0,18,374
91,20131004,2013-10-04,금,0,19,2698
92,20131004,2013-10-04,금,0,20,5167
93,20131004,2013-10-04,금,0,21,2629
94,20131004,2013-10-04,금,0,22,2630
95,20131004,2013-10-04,금,0,23,238
96,20131005,2013-10-05,토,1,0,236
97,20131005,2013-10-05,토,1,1,234
98,20131005,2013-10-05,토,1,2,513
99,20131005,2013-10-05,토,1,3,242
100,20131005,2013-10-05,토,1,4,235
101,20131005,2013-10-05,토,1,5,243
102,20131005,2013-10-05,토,1,6,4497
103,20131005,2013-10-05,토,1,7,468
104,20131005,2013-10-05,토,1,8,2719
105,20131005,2013-10-05,토,1,9,2651
106,20131005,2013-10-05,토,1,10,2532
107,20131005,2013-10-05,토,1,11,2946
108,20131005,2013-10-05,토,1,12,266
109,20131005,2013-10-05,토,1,13,472
110,20131005,2013-10-05,토,1,14,2747
111,20131005,2013-10-05,토,1,15,2564
112,20131005,2013-10-05,토,1,16,2536
113,20131005,2013-10-05,토,1,17,400
114,20131005,2013-10-05,토,1,18,393
115,20131005,2013-10-05,토,1,19,2119
116,20131005,2013-10-05,토,1,20,523
117,20131005,2013-10-05,토,1,21,525
118,20131005,2013-10-05,토,1,22,513
119,20131005,2013-10-05,토,1,23,499
120,20131006,2013-10-06,일,1,0,458
121,20131006,2013-10-06,일,1,1,462
122,20131006,2013-10-06,일,1,2,247
123,20131006,2013-10-06,일,1,3,246
124,20131006,2013-10-06,일,1,4,248
125,20131006,2013-10-06,일,1,5,254
126,20131006,2013-10-06,일,1,6,2649
127,20131006,2013-10-06,일,1,7,2751
128,20131006,2013-10-06,일,1,8,2611
129,20131006,2013-10-06,일,1,9,2733
130,20131006,2013-10-06,일,1,10,1863
131,20131006,2013-10-06,일,1,11,2584
132,20131006,2013-10-06,일,1,12,516
133,20131006,2013-10-06,일,1,13,2060
134,20131006,2013-10-06,일,1,14,1702
135,20131006,2013-10-06,일,1,15,1967
136,20131006,2013-10-06,일,1,16,403
137,20131006,2013-10-06,일,1,17,2091
138,20131006,2013-10-06,일,1,18,2058
139,20131006,2013-10-06,일,1,19,526
140,20131006,2013-10-06,일,1,20,607
141,20131006,2013-10-06,일,1,21,463
142,20131006,2013-10-06,일,1,22,309
143,20131006,2013-10-06,일,1,23,336
144,20131007,2013-10-07,월,0,0,225
145,20131007,2013-10-07,월,0,1,242
146,20131007,2013-10-07,월,0,2,227
147,20131007,2013-10-07,월,0,3,242
148,20131007,2013-10-07,월,0,4,225
149,20131007,2013-10-07,월,0,5,539
150,20131007,2013-10-07,월,0,6,376
151,20131007,2013-10-07,월,0,7,4637
152,20131007,2013-10-07,월,0,8,2704
153,20131007,2013-10-07,월,0,9,2600
154,20131007,2013-10-07,월,0,10,3502
155,20131007,2013-10-07,월,0,11,2218
156,20131007,2013-10-07,월,0,12,2621
157,20131007,2013-10-07,월,0,13,1508
158,20131007,2013-10-07,월,0,14,256
159,20131007,2013-10-07,월,0,15,259
160,20131007,2013-10-07,월,0,16,2614
161,20131007,2013-10-07,월,0,17,2712
162,20131007,2013-10-07,월,0,18,261
163,20131007,2013-10-07,월,0,19,3000
164,20131007,2013-10-07,월,0,20,2917
165,20131007,2013-10-07,월,0,21,475
166,20131007,2013-10-07,월,0,22,234
167,20131007,2013-10-07,월,0,23,239
168,20131008,2013-10-08,화,0,0,240
169,20131008,2013-10-08,화,0,1,752
170,20131008,2013-10-08,화,0,2,829
171,20131008,2013-10-08,화,0,3,312
172,20131008,2013-10-08,화,0,4,905
173,20131008,2013-10-08,화,0,5,776
174,20131008,2013-10-08,화,0,6,2918
175,20131008,2013-10-08,화,0,7,2570
176,20131008,2013-10-08,화,0,8,336
177,20131008,2013-10-08,화,0,9,367
178,20131008,2013-10-08,화,0,10,557
179,20131008,2013-10-08,화,0,11,847
180,20131008,2013-10-08,화,0,12,312
181,20131008,2013-10-08,화,0,13,248
182,20131008,2013-10-08,화,0,14,467
183,20131008,2013-10-08,화,0,15,433
184,20131008,2013-10-08,화,0,16,2884
185,20131008,2013-10-08,화,0,17,2049
