2013,4,1,11:50 PM,1,1 ,¡ÆC
2013,4,1,12:20 AM,2,1 ,¡ÆC
2013,4,1,12:50 AM,3,1 ,¡ÆC
2013,4,1,1:20 AM,4,1 ,¡ÆC
2013,4,1,1:50 AM,5,1 ,¡ÆC
2013,4,1,2:20 AM,6,2 ,¡ÆC
2013,4,1,2:50 AM,7,1 ,¡ÆC
2013,4,1,3:20 AM,8,2 ,¡ÆC
2013,4,1,3:50 AM,9,2 ,¡ÆC
2013,4,1,4:20 AM,10,2 ,¡ÆC
2013,4,1,4:50 AM,11,2 ,¡ÆC
2013,4,1,5:20 AM,12,2 ,¡ÆC
2013,4,1,5:50 AM,13,2 ,¡ÆC
2013,4,1,6:20 AM,14,2 ,¡ÆC
2013,4,1,6:50 AM,15,2 ,¡ÆC
2013,4,1,7:20 AM,16,2 ,¡ÆC
2013,4,1,7:50 AM,17,2 ,¡ÆC
2013,4,1,8:20 AM,18,3 ,¡ÆC
2013,4,1,8:50 AM,19,3 ,¡ÆC
2013,4,1,9:20 AM,20,3 ,¡ÆC
2013,4,1,9:50 AM,21,3 ,¡ÆC
2013,4,1,10:20 AM,22,3 ,¡ÆC
2013,4,1,10:50 AM,23,4 ,¡ÆC
2013,4,1,11:20 AM,24,4 ,¡ÆC
2013,4,1,11:50 AM,25,3 ,¡ÆC
2013,4,1,12:20 PM,26,3 ,¡ÆC
2013,4,1,12:50 PM,27,4 ,¡ÆC
2013,4,1,1:20 PM,28,4 ,¡ÆC
2013,4,1,1:50 PM,29,5 ,¡ÆC
2013,4,1,2:20 PM,30,4 ,¡ÆC
2013,4,1,2:50 PM,31,4 ,¡ÆC
2013,4,1,3:20 PM,32,4 ,¡ÆC
2013,4,1,3:50 PM,33,4 ,¡ÆC
2013,4,1,4:20 PM,34,4 ,¡ÆC
2013,4,1,4:50 PM,35,4 ,¡ÆC
2013,4,1,5:20 PM,36,4 ,¡ÆC
2013,4,1,5:50 PM,37,4 ,¡ÆC
2013,4,1,6:20 PM,38,3 ,¡ÆC
2013,4,1,6:50 PM,39,3 ,¡ÆC
2013,4,1,7:20 PM,40,3 ,¡ÆC
2013,4,1,7:50 PM,41,2 ,¡ÆC
2013,4,1,8:20 PM,42,2 ,¡ÆC
2013,4,1,8:50 PM,43,2 ,¡ÆC
2013,4,1,9:20 PM,44,2 ,¡ÆC
2013,4,1,9:50 PM,45,1 ,¡ÆC
2013,4,1,10:20 PM,46,1 ,¡ÆC
2013,4,1,10:50 PM,47,1 ,¡ÆC
2013,4,1,11:20 PM,48,1 ,¡ÆC
2013,4,2,11:50 PM,1,1 ,¡ÆC
2013,4,2,12:20 AM,2,1 ,¡ÆC
2013,4,2,12:50 AM,3,1 ,¡ÆC
2013,4,2,1:20 AM,4,0 ,¡ÆC
2013,4,2,1:50 AM,5,0 ,¡ÆC
2013,4,2,2:20 AM,6,0 ,¡ÆC
2013,4,2,2:50 AM,7,0 ,¡ÆC
2013,4,2,3:20 AM,8,0 ,¡ÆC
2013,4,2,3:50 AM,9,0 ,¡ÆC
2013,4,2,4:20 AM,10,0 ,¡ÆC
2013,4,2,4:50 AM,11,-1, ¡ÆC
2013,4,2,5:20 AM,12,-1, ¡ÆC
2013,4,2,5:50 AM,13,0 ,¡ÆC
2013,4,2,6:20 AM,14,0 ,¡ÆC
2013,4,2,6:50 AM,15,1 ,¡ÆC
2013,4,2,7:20 AM,16,2 ,¡ÆC
2013,4,2,7:50 AM,17,2 ,¡ÆC
2013,4,2,8:20 AM,18,3 ,¡ÆC
2013,4,2,8:50 AM,19,4 ,¡ÆC
2013,4,2,9:20 AM,20,5 ,¡ÆC
2013,4,2,9:50 AM,21,5 ,¡ÆC
2013,4,2,10:20 AM,22,4 ,¡ÆC
2013,4,2,10:50 AM,23,5 ,¡ÆC
2013,4,2,11:20 AM,24,5 ,¡ÆC
2013,4,2,11:50 AM,25,6 ,¡ÆC
2013,4,2,12:20 PM,26,6 ,¡ÆC
2013,4,2,12:50 PM,27,6 ,¡ÆC
2013,4,2,1:20 PM,28,6 ,¡ÆC
2013,4,2,1:50 PM,29,6 ,¡ÆC
2013,4,2,2:20 PM,30,6 ,¡ÆC
2013,4,2,2:50 PM,31,6 ,¡ÆC
2013,4,2,3:20 PM,32,6 ,¡ÆC
2013,4,2,3:50 PM,33,6 ,¡ÆC
2013,4,2,4:20 PM,34,6 ,¡ÆC
2013,4,2,4:50 PM,35,6 ,¡ÆC
2013,4,2,5:20 PM,36,5 ,¡ÆC
2013,4,2,5:50 PM,37,5 ,¡ÆC
2013,4,2,6:20 PM,38,5 ,¡ÆC
2013,4,2,6:50 PM,39,4 ,¡ÆC
2013,4,2,7:20 PM,40,4 ,¡ÆC
2013,4,2,7:50 PM,41,4 ,¡ÆC
2013,4,2,8:20 PM,42,3 ,¡ÆC
2013,4,2,8:50 PM,43,3 ,¡ÆC
2013,4,2,9:20 PM,44,2 ,¡ÆC
2013,4,2,9:50 PM,45,2 ,¡ÆC
2013,4,2,10:20 PM,46,2 ,¡ÆC
2013,4,2,10:50 PM,47,2 ,¡ÆC
2013,4,2,11:20 PM,48,2 ,¡ÆC
2013,4,3,11:50 PM,1,1 ,¡ÆC
2013,4,3,12:20 AM,2,1 ,¡ÆC
2013,4,3,12:50 AM,3,1 ,¡ÆC
2013,4,3,1:20 AM,4,1 ,¡ÆC
2013,4,3,1:50 AM,5,1 ,¡ÆC
2013,4,3,2:20 AM,6,0 ,¡ÆC
2013,4,3,2:50 AM,7,0 ,¡ÆC
2013,4,3,3:20 AM,8,1 ,¡ÆC
2013,4,3,3:50 AM,9,0 ,¡ÆC
2013,4,3,4:20 AM,10,0 ,¡ÆC
2013,4,3,4:50 AM,11,0 ,¡ÆC
2013,4,3,5:20 AM,12,0 ,¡ÆC
2013,4,3,5:50 AM,13,0 ,¡ÆC
2013,4,3,6:20 AM,14,1 ,¡ÆC
2013,4,3,6:50 AM,15,1 ,¡ÆC
2013,4,3,7:20 AM,16,1 ,¡ÆC
2013,4,3,7:50 AM,17,2 ,¡ÆC
2013,4,3,8:20 AM,18,2 ,¡ÆC
2013,4,3,8:50 AM,19,2 ,¡ÆC
2013,4,3,9:20 AM,20,3 ,¡ÆC
2013,4,3,9:50 AM,21,3 ,¡ÆC
2013,4,3,10:20 AM,22,3 ,¡ÆC
2013,4,3,10:50 AM,23,3 ,¡ÆC
2013,4,3,11:20 AM,24,3 ,¡ÆC
2013,4,3,11:50 AM,25,3 ,¡ÆC
2013,4,3,12:20 PM,26,3 ,¡ÆC
2013,4,3,12:50 PM,27,3 ,¡ÆC
2013,4,3,1:20 PM,28,3 ,¡ÆC
2013,4,3,1:50 PM,29,3 ,¡ÆC
2013,4,3,2:20 PM,30,3 ,¡ÆC
2013,4,3,2:50 PM,31,3 ,¡ÆC
2013,4,3,3:20 PM,32,3 ,¡ÆC
2013,4,3,3:50 PM,33,3 ,¡ÆC
2013,4,3,4:20 PM,34,4 ,¡ÆC
2013,4,3,4:50 PM,35,4 ,¡ÆC
2013,4,3,5:20 PM,36,4 ,¡ÆC
2013,4,3,5:50 PM,37,4 ,¡ÆC
2013,4,3,6:20 PM,38,4 ,¡ÆC
2013,4,3,6:50 PM,39,4 ,¡ÆC
2013,4,3,7:20 PM,40,4 ,¡ÆC
2013,4,3,7:50 PM,41,4 ,¡ÆC
2013,4,3,8:20 PM,42,4 ,¡ÆC
2013,4,3,8:50 PM,43,3 ,¡ÆC
2013,4,3,9:20 PM,44,3 ,¡ÆC
2013,4,3,9:50 PM,45,3 ,¡ÆC
2013,4,3,10:20 PM,46,3 ,¡ÆC
2013,4,3,10:50 PM,47,3 ,¡ÆC
2013,4,3,11:20 PM,48,3 ,¡ÆC
2013,4,4,11:50 PM,1,2 ,¡ÆC
2013,4,4,12:20 AM,2,1 ,¡ÆC
2013,4,4,12:50 AM,3,1 ,¡ÆC
2013,4,4,1:20 AM,4,1 ,¡ÆC
2013,4,4,1:50 AM,5,2 ,¡ÆC
2013,4,4,2:20 AM,6,2 ,¡ÆC
2013,4,4,2:50 AM,7,1 ,¡ÆC
2013,4,4,3:20 AM,8,1 ,¡ÆC
2013,4,4,3:50 AM,9,1 ,¡ÆC
2013,4,4,4:20 AM,10,1 ,¡ÆC
2013,4,4,4:50 AM,11,1 ,¡ÆC
2013,4,4,5:20 AM,12,1 ,¡ÆC
2013,4,4,5:50 AM,13,2 ,¡ÆC
2013,4,4,6:20 AM,14,2 ,¡ÆC
2013,4,4,6:50 AM,15,2 ,¡ÆC
2013,4,4,7:20 AM,16,2 ,¡ÆC
2013,4,4,7:50 AM,17,2 ,¡ÆC
2013,4,4,8:20 AM,18,3 ,¡ÆC
2013,4,4,8:50 AM,19,2 ,¡ÆC
2013,4,4,9:20 AM,20,2 ,¡ÆC
2013,4,4,9:50 AM,21,2 ,¡ÆC
2013,4,4,10:20 AM,22,2 ,¡ÆC
2013,4,4,10:50 AM,23,1 ,¡ÆC
2013,4,4,11:20 AM,24,1 ,¡ÆC
2013,4,4,11:50 AM,25,1 ,¡ÆC
2013,4,4,12:20 PM,26,1 ,¡ÆC
2013,4,4,12:50 PM,27,2 ,¡ÆC
2013,4,4,1:20 PM,28,2 ,¡ÆC
2013,4,4,1:50 PM,29,2 ,¡ÆC
2013,4,4,2:20 PM,30,2 ,¡ÆC
2013,4,4,2:50 PM,31,1 ,¡ÆC
2013,4,4,3:20 PM,32,2 ,¡ÆC
2013,4,4,3:50 PM,33,2 ,¡ÆC
2013,4,4,4:20 PM,34,2 ,¡ÆC
2013,4,4,4:50 PM,35,3 ,¡ÆC
2013,4,4,5:20 PM,36,3 ,¡ÆC
2013,4,4,5:50 PM,37,3 ,¡ÆC
2013,4,4,6:20 PM,38,3 ,¡ÆC
2013,4,4,6:50 PM,39,3 ,¡ÆC
2013,4,4,7:20 PM,40,3 ,¡ÆC
2013,4,4,7:50 PM,41,2 ,¡ÆC
2013,4,4,8:20 PM,42,2 ,¡ÆC
2013,4,4,8:50 PM,43,2 ,¡ÆC
2013,4,4,9:20 PM,44,2 ,¡ÆC
2013,4,4,9:50 PM,45,2 ,¡ÆC
2013,4,4,10:20 PM,46,2 ,¡ÆC
2013,4,4,10:50 PM,47,2 ,¡ÆC
2013,4,4,11:20 PM,48,2 ,¡ÆC
2013,4,5,11:50 PM,1,2 ,¡ÆC
2013,4,5,12:20 AM,2,2 ,¡ÆC
2013,4,5,12:50 AM,3,2 ,¡ÆC
2013,4,5,1:20 AM,4,2 ,¡ÆC
2013,4,5,1:50 AM,5,2 ,¡ÆC
2013,4,5,2:20 AM,6,2 ,¡ÆC
2013,4,5,2:50 AM,7,2 ,¡ÆC
2013,4,5,3:20 AM,8,2 ,¡ÆC
2013,4,5,3:50 AM,9,2 ,¡ÆC
2013,4,5,4:20 AM,10,2 ,¡ÆC
2013,4,5,4:50 AM,11,3 ,¡ÆC
2013,4,5,5:20 AM,12,3 ,¡ÆC
2013,4,5,5:50 AM,13,3 ,¡ÆC
2013,4,5,6:20 AM,14,3 ,¡ÆC
2013,4,5,6:50 AM,15,3 ,¡ÆC
2013,4,5,7:20 AM,16,3 ,¡ÆC
2013,4,5,7:50 AM,17,3 ,¡ÆC
2013,4,5,8:20 AM,18,3 ,¡ÆC
2013,4,5,8:50 AM,19,3 ,¡ÆC
2013,4,5,9:20 AM,20,4 ,¡ÆC
2013,4,5,9:50 AM,21,4 ,¡ÆC
2013,4,5,10:20 AM,22,4 ,¡ÆC
